id_gestion,id_mora,fecha_gestion,tipo_contacto,resultado_gestion
40684,30360,2023-11-30 00:00:00,Llamada,Cliente promete pagar en 5 días
40685,30361,2023-12-19 00:00:00,Correo,Correo enviado sin respuesta
40686,30361,2023-12-30 00:00:00,Llamada,Cliente solicita refinanciación
40687,30362,2024-01-25 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40688,30362,2024-01-26 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40689,30362,2024-02-03 00:00:00,Correo,Correo enviado sin respuesta
40690,30363,2024-02-20 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40691,30363,2024-03-03 00:00:00,Llamada,Cliente no contesta
40692,30363,2024-02-28 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40693,30364,2024-03-20 00:00:00,Correo,Correo rebotado — dirección inválida
40694,30364,2024-03-26 00:00:00,Correo,Correo enviado sin respuesta
40695,30365,2024-04-20 00:00:00,Correo,Correo enviado sin respuesta
40696,30366,2024-05-24 00:00:00,Correo,Cliente responde solicitando plazo adicional
40697,30366,2024-05-28 00:00:00,Correo,Correo rebotado — dirección inválida
40698,30366,2024-05-31 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40699,30367,2024-06-21 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40700,30367,2024-06-29 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40701,30368,2024-07-20 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40702,30368,2024-07-22 00:00:00,Llamada,Cliente promete pagar en 5 días
40703,30369,2024-08-19 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40704,30369,2024-08-26 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40705,30369,2024-08-30 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40706,30370,2024-09-25 00:00:00,Llamada,Buzón de voz — se deja mensaje
40707,30370,2024-09-26 00:00:00,Llamada,Cliente solicita refinanciación
40708,30371,2024-10-27 00:00:00,Llamada,Cliente solicita refinanciación
40709,30371,2024-10-24 00:00:00,Llamada,Buzón de voz — se deja mensaje
40710,30371,2024-10-29 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40711,30372,2024-11-25 00:00:00,Correo,Correo enviado sin respuesta
40712,30373,2024-12-17 00:00:00,Correo,Correo enviado sin respuesta
40713,30373,2025-01-01 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40714,30373,2025-01-02 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40715,30374,2025-01-19 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40716,30375,2025-02-17 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40717,30375,2025-03-01 00:00:00,Llamada,Cliente no contesta
40718,30376,2025-03-25 00:00:00,Llamada,Cliente no contesta
40719,30377,2025-04-25 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40720,30378,2025-05-17 00:00:00,Llamada,Cliente solicita refinanciación
40721,30378,2025-05-24 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40722,30379,2025-06-19 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40723,30379,2025-06-27 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40724,30379,2025-06-28 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40725,30380,2025-07-26 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40726,30380,2025-07-26 00:00:00,Llamada,Cliente no contesta
40727,30381,2025-08-27 00:00:00,Llamada,Cliente no contesta
40728,30381,2025-08-28 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40729,30381,2025-08-27 00:00:00,Llamada,Cliente promete pagar en 5 días
40730,30382,2025-09-24 00:00:00,Correo,Correo rebotado — dirección inválida
40731,30383,2025-10-18 00:00:00,SMS,SMS enviado exitosamente
40732,30383,2025-10-25 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40733,30383,2025-11-03 00:00:00,Llamada,Cliente no contesta
40734,30384,2025-11-21 00:00:00,SMS,Número no recibe SMS
40735,30384,2025-12-02 00:00:00,Llamada,Buzón de voz — se deja mensaje
40736,30384,2025-11-27 00:00:00,SMS,Número no recibe SMS
40737,30385,2025-12-23 00:00:00,Llamada,Buzón de voz — se deja mensaje
40738,30386,2025-05-26 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40739,30389,2025-11-25 00:00:00,Llamada,Cliente promete pagar en 5 días
40740,30389,2025-11-23 00:00:00,Llamada,Buzón de voz — se deja mensaje
40741,30389,2025-11-27 00:00:00,Llamada,Cliente promete pagar en 5 días
40742,30390,2024-11-22 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40743,30390,2024-12-01 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40744,30390,2024-11-27 00:00:00,Llamada,Cliente solicita refinanciación
40745,30391,2024-12-20 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40746,30391,2024-12-28 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40747,30391,2024-12-28 00:00:00,Llamada,Buzón de voz — se deja mensaje
40748,30391,2025-01-04 00:00:00,Llamada,Cliente no contesta
40749,30392,2025-03-19 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40750,30392,2025-03-28 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40751,30392,2025-03-28 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40752,30392,2025-04-08 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40753,30393,2025-07-19 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40754,30393,2025-07-29 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40755,30393,2025-08-02 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40756,30394,2025-10-25 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40757,30394,2025-10-27 00:00:00,SMS,SMS enviado exitosamente
40758,30394,2025-10-31 00:00:00,Llamada,Cliente no contesta
40759,30394,2025-11-09 00:00:00,SMS,SMS enviado exitosamente
40760,30395,2024-05-27 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40761,30395,2024-05-26 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40762,30395,2024-05-29 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40763,30397,2024-07-23 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40764,30397,2024-07-27 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40765,30397,2024-08-06 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40766,30397,2024-08-04 00:00:00,Llamada,Cliente promete pagar en 5 días
40767,30398,2024-12-17 00:00:00,Correo,Correo rebotado — dirección inválida
40768,30398,2024-12-31 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40769,30398,2025-01-03 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40770,30398,2025-01-05 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40771,30399,2025-04-22 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40772,30399,2025-04-27 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40773,30399,2025-05-06 00:00:00,Llamada,Buzón de voz — se deja mensaje
40774,30399,2025-05-08 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40775,30400,2025-06-18 00:00:00,Correo,Cliente responde solicitando plazo adicional
40776,30400,2025-07-01 00:00:00,Correo,Cliente responde solicitando plazo adicional
40777,30400,2025-07-07 00:00:00,Llamada,Cliente no contesta
40778,30400,2025-07-09 00:00:00,Correo,Cliente responde solicitando plazo adicional
40779,30403,2025-03-21 00:00:00,Correo,Correo enviado sin respuesta
40780,30403,2025-03-28 00:00:00,Llamada,Cliente promete pagar en 5 días
40781,30404,2025-04-21 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40782,30404,2025-04-28 00:00:00,Llamada,Cliente no contesta
40783,30404,2025-05-04 00:00:00,Correo,Cliente confirma recepción y promete pago
40784,30405,2025-10-23 00:00:00,Llamada,Cliente solicita refinanciación
40785,30405,2025-10-30 00:00:00,Llamada,Buzón de voz — se deja mensaje
40786,30405,2025-11-04 00:00:00,Llamada,Cliente no contesta
40787,30406,2024-05-20 00:00:00,Llamada,Buzón de voz — se deja mensaje
40788,30406,2024-05-24 00:00:00,Llamada,Cliente no contesta
40789,30406,2024-06-05 00:00:00,Correo,Cliente confirma recepción y promete pago
40790,30408,2025-07-23 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40791,30408,2025-07-26 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40792,30408,2025-08-03 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40793,30408,2025-08-11 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40794,30409,2023-10-22 00:00:00,Correo,Cliente confirma recepción y promete pago
40795,30409,2023-10-23 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40796,30409,2023-10-28 00:00:00,Correo,Cliente responde solicitando plazo adicional
40797,30410,2023-11-21 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40798,30410,2023-11-30 00:00:00,Llamada,Cliente solicita refinanciación
40799,30410,2023-11-28 00:00:00,Llamada,Cliente solicita refinanciación
40800,30410,2023-12-07 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40801,30411,2024-04-17 00:00:00,Correo,Correo enviado sin respuesta
40802,30411,2024-05-02 00:00:00,Correo,Cliente responde solicitando plazo adicional
40803,30411,2024-05-05 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40804,30412,2024-06-25 00:00:00,Llamada,Cliente solicita refinanciación
40805,30412,2024-06-25 00:00:00,Llamada,Cliente promete pagar en 5 días
40806,30412,2024-06-29 00:00:00,Llamada,Cliente solicita refinanciación
40807,30412,2024-07-08 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40808,30413,2025-09-26 00:00:00,Llamada,Cliente no contesta
40809,30413,2025-09-25 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40810,30413,2025-10-06 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40811,30413,2025-10-07 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40812,30414,2025-10-21 00:00:00,Correo,Cliente confirma recepción y promete pago
40813,30414,2025-10-30 00:00:00,SMS,Cliente responde confirmando pago próximo
40814,30414,2025-11-05 00:00:00,Llamada,Cliente solicita refinanciación
40815,30415,2025-11-22 00:00:00,Llamada,Cliente solicita refinanciación
40816,30415,2025-12-01 00:00:00,Llamada,Buzón de voz — se deja mensaje
40817,30415,2025-12-06 00:00:00,Llamada,Cliente promete pagar en 5 días
40818,30417,2025-06-18 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40819,30417,2025-06-24 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40820,30418,2025-11-23 00:00:00,Llamada,Cliente promete pagar en 5 días
40821,30418,2025-12-01 00:00:00,Llamada,Cliente promete pagar en 5 días
40822,30418,2025-12-04 00:00:00,Correo,Cliente responde solicitando plazo adicional
40823,30419,2025-12-19 00:00:00,SMS,SMS enviado exitosamente
40824,30419,2025-12-24 00:00:00,SMS,Cliente responde confirmando pago próximo
40825,30420,2024-11-22 00:00:00,Correo,Cliente confirma recepción y promete pago
40826,30421,2024-12-20 00:00:00,Correo,Cliente confirma recepción y promete pago
40827,30422,2025-01-27 00:00:00,Llamada,Cliente solicita refinanciación
40828,30422,2025-01-29 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40829,30423,2025-02-21 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40830,30424,2025-03-21 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40831,30424,2025-03-31 00:00:00,Llamada,Cliente solicita refinanciación
40832,30424,2025-04-04 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40833,30425,2025-04-21 00:00:00,Llamada,Buzón de voz — se deja mensaje
40834,30426,2025-05-17 00:00:00,Llamada,Cliente solicita refinanciación
40835,30426,2025-05-30 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40836,30426,2025-05-28 00:00:00,Llamada,Cliente promete pagar en 5 días
40837,30427,2025-06-17 00:00:00,Llamada,Buzón de voz — se deja mensaje
40838,30427,2025-06-23 00:00:00,Llamada,Cliente no contesta
40839,30428,2025-07-20 00:00:00,Correo,Correo rebotado — dirección inválida
40840,30429,2025-08-26 00:00:00,Llamada,Cliente promete pagar en 5 días
40841,30429,2025-08-31 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40842,30429,2025-08-30 00:00:00,Correo,Correo rebotado — dirección inválida
40843,30430,2025-09-21 00:00:00,Llamada,Cliente promete pagar en 5 días
40844,30430,2025-09-27 00:00:00,Correo,Correo rebotado — dirección inválida
40845,30430,2025-10-01 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40846,30431,2025-10-18 00:00:00,Llamada,Cliente solicita refinanciación
40847,30431,2025-10-22 00:00:00,SMS,Número no recibe SMS
40848,30431,2025-10-29 00:00:00,Correo,Cliente responde solicitando plazo adicional
40849,30432,2025-11-19 00:00:00,Correo,Cliente responde solicitando plazo adicional
40850,30433,2025-12-23 00:00:00,SMS,Número no recibe SMS
40851,30434,2024-11-27 00:00:00,Llamada,Cliente solicita refinanciación
40852,30434,2024-11-23 00:00:00,Llamada,Cliente no contesta
40853,30435,2025-01-25 00:00:00,Llamada,Buzón de voz — se deja mensaje
40854,30435,2025-01-29 00:00:00,Correo,Correo rebotado — dirección inválida
40855,30436,2025-04-17 00:00:00,Correo,Correo enviado sin respuesta
40856,30436,2025-04-29 00:00:00,Llamada,Buzón de voz — se deja mensaje
40857,30436,2025-04-28 00:00:00,Llamada,Cliente solicita refinanciación
40858,30438,2025-08-23 00:00:00,Correo,Cliente confirma recepción y promete pago
40859,30439,2023-07-22 00:00:00,Correo,Correo rebotado — dirección inválida
40860,30439,2023-07-30 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40861,30440,2023-09-22 00:00:00,Correo,Correo enviado sin respuesta
40862,30440,2023-09-22 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40863,30441,2023-10-18 00:00:00,Correo,Cliente responde solicitando plazo adicional
40864,30442,2024-01-24 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40865,30442,2024-01-25 00:00:00,Correo,Cliente responde solicitando plazo adicional
40866,30443,2024-03-21 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40867,30443,2024-03-23 00:00:00,Llamada,Buzón de voz — se deja mensaje
40868,30443,2024-03-28 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40869,30445,2024-05-23 00:00:00,Llamada,Cliente promete pagar en 5 días
40870,30446,2024-06-27 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40871,30446,2024-06-22 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40872,30447,2024-08-26 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40873,30448,2024-12-17 00:00:00,Llamada,Cliente no contesta
40874,30449,2025-04-19 00:00:00,Llamada,Cliente promete pagar en 5 días
40875,30449,2025-04-28 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40876,30450,2025-09-22 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40877,30451,2024-12-23 00:00:00,Llamada,Cliente promete pagar en 5 días
40878,30452,2025-02-27 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40879,30452,2025-03-03 00:00:00,Llamada,Cliente solicita refinanciación
40880,30452,2025-03-04 00:00:00,Llamada,Cliente promete pagar en 5 días
40881,30453,2025-04-26 00:00:00,Llamada,Cliente promete pagar en 5 días
40882,30453,2025-04-23 00:00:00,Correo,Cliente responde solicitando plazo adicional
40883,30454,2025-11-26 00:00:00,Correo,Correo rebotado — dirección inválida
40884,30457,2025-09-22 00:00:00,Llamada,Cliente promete pagar en 5 días
40885,30457,2025-09-26 00:00:00,Llamada,Cliente promete pagar en 5 días
40886,30458,2025-10-26 00:00:00,Correo,Correo rebotado — dirección inválida
40887,30458,2025-10-22 00:00:00,Correo,Correo rebotado — dirección inválida
40888,30458,2025-10-30 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40889,30459,2025-12-23 00:00:00,SMS,SMS enviado exitosamente
40890,30460,2024-03-24 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40891,30460,2024-03-29 00:00:00,Llamada,Cliente no contesta
40892,30460,2024-04-04 00:00:00,Correo,Correo enviado sin respuesta
40893,30461,2024-05-22 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40894,30461,2024-05-27 00:00:00,Llamada,Cliente promete pagar en 5 días
40895,30461,2024-06-03 00:00:00,Correo,Correo enviado sin respuesta
40896,30461,2024-06-01 00:00:00,Llamada,Cliente no contesta
40897,30462,2024-07-20 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40898,30462,2024-07-28 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40899,30462,2024-08-02 00:00:00,Llamada,Cliente solicita refinanciación
40900,30462,2024-08-02 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40901,30463,2024-09-21 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40902,30463,2024-09-30 00:00:00,Correo,Cliente responde solicitando plazo adicional
40903,30463,2024-10-05 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40904,30464,2024-10-23 00:00:00,Llamada,Cliente promete pagar en 5 días
40905,30464,2024-10-22 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40906,30464,2024-10-28 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40907,30464,2024-11-01 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40908,30465,2025-01-17 00:00:00,Llamada,Cliente no contesta
40909,30465,2025-01-24 00:00:00,Llamada,Buzón de voz — se deja mensaje
40910,30465,2025-02-04 00:00:00,Llamada,Buzón de voz — se deja mensaje
40911,30466,2025-02-22 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40912,30466,2025-02-23 00:00:00,Llamada,Cliente no contesta
40913,30466,2025-03-04 00:00:00,Correo,Correo rebotado — dirección inválida
40914,30467,2025-03-21 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40915,30467,2025-04-01 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40916,30467,2025-04-04 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40917,30469,2025-07-22 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40918,30469,2025-07-31 00:00:00,Llamada,Cliente no contesta
40919,30469,2025-07-30 00:00:00,Llamada,Cliente no contesta
40920,30470,2025-08-17 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40921,30470,2025-08-27 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40922,30470,2025-08-29 00:00:00,Correo,Correo enviado sin respuesta
40923,30471,2023-11-20 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40924,30471,2023-11-27 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40925,30471,2023-12-06 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40926,30471,2023-12-04 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40927,30472,2024-05-18 00:00:00,Correo,Correo rebotado — dirección inválida
40928,30472,2024-05-26 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40929,30472,2024-05-27 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40930,30472,2024-06-10 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40931,30473,2024-07-24 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40932,30473,2024-07-25 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40933,30473,2024-07-30 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40934,30474,2024-11-20 00:00:00,Llamada,Cliente no contesta
40935,30474,2024-11-27 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40936,30474,2024-12-01 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40937,30475,2025-04-24 00:00:00,Correo,Cliente responde solicitando plazo adicional
40938,30475,2025-04-26 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40939,30475,2025-05-05 00:00:00,Llamada,Buzón de voz — se deja mensaje
40940,30475,2025-05-09 00:00:00,Correo,Correo enviado sin respuesta
40941,30476,2025-12-25 00:00:00,SMS,Cliente responde confirmando pago próximo
40942,30476,2025-12-23 00:00:00,Correo,Correo enviado sin respuesta
40943,30477,2023-04-19 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40944,30477,2023-04-27 00:00:00,Correo,Cliente confirma recepción y promete pago
40945,30477,2023-05-02 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40946,30478,2023-08-18 00:00:00,Correo,Cliente responde solicitando plazo adicional
40947,30479,2023-10-18 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40948,30479,2023-10-29 00:00:00,Llamada,Cliente solicita refinanciación
40949,30479,2023-10-28 00:00:00,Llamada,Cliente promete pagar en 5 días
40950,30480,2023-11-21 00:00:00,Llamada,Cliente no contesta
40951,30480,2023-11-23 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40952,30481,2023-12-26 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40953,30481,2023-12-24 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40954,30481,2024-01-01 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40955,30482,2024-02-21 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40956,30482,2024-02-22 00:00:00,Correo,Cliente confirma recepción y promete pago
40957,30482,2024-03-06 00:00:00,Llamada,Cliente promete pagar en 5 días
40958,30483,2024-04-24 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40959,30484,2024-05-17 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40960,30485,2024-08-20 00:00:00,Correo,Correo rebotado — dirección inválida
40961,30487,2025-05-27 00:00:00,Correo,Correo enviado sin respuesta
40962,30487,2025-05-31 00:00:00,Llamada,Cliente no contesta
40963,30487,2025-05-27 00:00:00,Correo,Cliente responde solicitando plazo adicional
40964,30488,2025-07-24 00:00:00,Correo,Correo enviado sin respuesta
40965,30488,2025-07-27 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40966,30488,2025-07-27 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40967,30489,2025-08-23 00:00:00,Llamada,Cliente solicita refinanciación
40968,30489,2025-09-01 00:00:00,Llamada,Buzón de voz — se deja mensaje
40969,30489,2025-08-30 00:00:00,Correo,Correo rebotado — dirección inválida
40970,30490,2025-11-24 00:00:00,SMS,SMS enviado exitosamente
40971,30490,2025-12-01 00:00:00,Correo,Cliente responde solicitando plazo adicional
40972,30491,2024-11-21 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
40973,30491,2024-11-29 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40974,30491,2024-12-03 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40975,30492,2024-12-25 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
40976,30492,2024-12-28 00:00:00,Llamada,Buzón de voz — se deja mensaje
40977,30492,2025-01-03 00:00:00,Llamada,Cliente solicita refinanciación
40978,30493,2025-01-26 00:00:00,Llamada,Cliente solicita refinanciación
40979,30493,2025-01-26 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40980,30494,2025-02-20 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40981,30494,2025-02-22 00:00:00,Correo,Cliente confirma recepción y promete pago
40982,30494,2025-03-07 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40983,30495,2025-03-18 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40984,30496,2025-04-25 00:00:00,Correo,Correo enviado sin respuesta
40985,30496,2025-04-25 00:00:00,Llamada,Cliente solicita refinanciación
40986,30497,2025-05-19 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
40987,30497,2025-05-27 00:00:00,Correo,Correo enviado sin respuesta
40988,30498,2025-06-22 00:00:00,Correo,Cliente responde solicitando plazo adicional
40989,30498,2025-07-01 00:00:00,Correo,Cliente confirma recepción y promete pago
40990,30498,2025-07-05 00:00:00,Visita Domiciliaria,Cliente firma acuerdo de pago
40991,30499,2025-07-18 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40992,30500,2025-08-25 00:00:00,Llamada,Buzón de voz — se deja mensaje
40993,30501,2025-09-20 00:00:00,Correo,Correo rebotado — dirección inválida
40994,30501,2025-09-24 00:00:00,Correo,Correo rebotado — dirección inválida
40995,30501,2025-09-27 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
40996,30502,2025-10-25 00:00:00,SMS,SMS enviado exitosamente
40997,30503,2025-11-27 00:00:00,Llamada,Cliente no contesta
40998,30503,2025-11-27 00:00:00,Llamada,Cliente promete pagar en 5 días
40999,30504,2025-12-23 00:00:00,Correo,Cliente confirma recepción y promete pago
41000,30505,2024-12-19 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
41001,30505,2024-12-31 00:00:00,Llamada,Cliente promete pagar en 5 días
41002,30505,2025-01-06 00:00:00,Llamada,Cliente promete pagar en 5 días
41003,30505,2025-01-07 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
41004,30506,2025-01-19 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
41005,30506,2025-01-28 00:00:00,Correo,Correo enviado sin respuesta
41006,30506,2025-01-29 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
41007,30507,2025-02-27 00:00:00,Llamada,Cliente solicita refinanciación
41008,30507,2025-02-24 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
41009,30507,2025-03-02 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
41010,30508,2025-06-27 00:00:00,Correo,Correo enviado sin respuesta
41011,30508,2025-07-02 00:00:00,Llamada,Buzón de voz — se deja mensaje
41012,30508,2025-07-04 00:00:00,Visita Domiciliaria,Cliente recibe notificación de cobro
41013,30509,2025-10-18 00:00:00,Llamada,Cliente no contesta
41014,30509,2025-10-22 00:00:00,Llamada,Cliente solicita refinanciación
41015,30509,2025-11-02 00:00:00,SMS,Cliente responde confirmando pago próximo
41016,30510,2025-12-23 00:00:00,SMS,Cliente responde confirmando pago próximo
41017,30510,2025-12-23 00:00:00,Llamada,Cliente reconoce deuda sin fecha de pago
41018,30511,2024-05-20 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
41019,30511,2024-05-22 00:00:00,Visita Domiciliaria,Se deja aviso de cobro en puerta
41020,30511,2024-05-31 00:00:00,Correo,Correo enviado sin respuesta
41021,30512,2024-06-19 00:00:00,Correo,Cliente responde solicitando plazo adicional
41022,30512,2024-06-23 00:00:00,Llamada,Cliente no contesta
41023,30513,2025-10-26 00:00:00,SMS,Cliente responde confirmando pago próximo
41024,30513,2025-10-22 00:00:00,Llamada,Cliente promete pagar en 5 días
41025,30516,2025-09-23 00:00:00,Visita Domiciliaria,Cliente no se encontraba en domicilio
