id_producto_activo,id_producto_banco,id_cliente,numero_contrato,monto_aprobado,tasa_interes_mensual,tasa_interes_mora,fecha_inicio,fecha_vencimiento,estado,numero_cuotas,valor_cuota_fija,cupo_disponible,dia_corte
10248,9,9695,NLE-812277,3600000,2.36,2.96,2024-12-28,,En_Mora,,,2200000.0,15.0
10249,5,9695,AKT-021683,15900000,1.59,1.93,2023-08-04,2030-12-25,Vigente,90.0,333424.0,,
10250,8,7505,OHL-961566,15600000,1.92,2.47,2024-11-10,2027-04-29,Castigada,30.0,688900.0,,
10251,6,7505,FCI-410571,245700000,1.28,1.6,2024-07-31,2036-05-29,Vigente,144.0,3744770.0,,
10252,9,7505,TUP-751842,4800000,1.72,2.38,2023-10-21,,Vigente,,,4600000.0,15.0
10253,11,9279,TVK-812662,18400000,1.66,2.25,2023-03-23,,Vigente,,,17200000.0,15.0
10254,10,9279,CGS-721433,9900000,1.91,2.35,2024-09-29,,Vigente,,,9700000.0,2.0
10255,8,9279,TDG-351823,39900000,1.46,1.87,2024-05-25,2026-05-15,Vigente,24.0,1982730.0,,
10256,11,1560,RII-609526,14000000,2.18,2.66,2023-02-04,,Vigente,,,10700000.0,2.0
10257,8,1560,LAU-532956,15700000,1.05,1.33,2023-07-23,2024-07-17,Cancelada,12.0,1399337.0,,
10258,7,2719,QSU-129778,799600000,1.93,2.51,2024-12-03,2026-11-23,Vigente,24.0,41941239.0,,
10259,5,2719,BSO-545534,59500000,1.26,1.61,2024-03-25,2029-02-27,Vigente,60.0,1419251.0,,
10260,9,2719,OLU-578636,7500000,2.18,2.65,2024-09-05,,En_Mora,,,3100000.0,15.0
10261,11,3904,BVD-824058,13100000,1.81,2.32,2024-07-18,,Vigente,,,6900000.0,2.0
10262,10,3904,BYF-480805,9900000,2.18,2.87,2024-11-04,,Vigente,,,3300000.0,2.0
10263,10,3829,NEN-261741,13300000,1.63,2.03,2023-03-14,,En_Mora,,,8800000.0,2.0
10264,8,3829,EEK-319433,23900000,1.67,2.12,2024-10-15,2027-04-03,Cancelada,30.0,1019324.0,,
10265,5,3829,OFT-929437,68100000,1.47,1.95,2023-11-29,2030-04-26,Vigente,78.0,1472980.0,,
10266,7,3829,ZFI-798955,775600000,1.52,1.97,2023-10-19,2027-09-28,Vigente,48.0,22880633.0,,
10267,9,3829,GGH-552034,2900000,1.78,2.26,2024-08-08,,Cancelada,,,1200000.0,15.0
10268,5,5428,IWL-917789,59300000,1.65,2.01,2023-02-08,2027-01-18,Cancelada,48.0,1798208.0,,
10269,10,5428,SDR-997504,12800000,1.9,2.4,2024-10-11,,Vigente,,,4200000.0,2.0
10270,8,4624,TMF-355952,17200000,1.09,1.36,2024-07-15,2028-06-24,Vigente,48.0,462116.0,,
10271,5,4624,KJE-367138,62800000,1.45,2.01,2023-09-30,2028-03-07,Vigente,54.0,1685078.0,,
10272,7,8698,GQD-823834,542500000,1.76,2.26,2024-12-02,2026-11-22,En_Mora,24.0,27908702.0,,
10273,11,8698,QZS-639520,14200000,2.01,2.49,2023-12-06,,Vigente,,,9500000.0,15.0
10274,5,4055,AWQ-239038,75800000,1.19,1.59,2024-11-01,2031-03-30,Cancelada,78.0,1496970.0,,
10275,8,5297,JQG-958688,13600000,1.49,1.9,2024-06-26,2025-06-21,Cancelada,12.0,1246071.0,,
10276,6,5297,RCJ-966221,474900000,1.47,1.8,2023-01-31,2034-11-29,Cancelada,144.0,7953650.0,,
10277,11,5297,RFD-689497,28200000,1.53,2.0,2023-11-16,,Vigente,,,12500000.0,2.0
10278,7,5643,HTV-671110,913400000,1.77,2.28,2023-05-30,2028-05-03,Cancelada,60.0,24834013.0,,
10279,5,5643,ACU-184613,50500000,1.74,2.3,2024-09-18,2030-02-19,Vigente,66.0,1292760.0,,
10280,9,5643,YFR-221946,2800000,1.94,2.34,2024-04-30,,Cancelada,,,2300000.0,2.0
10281,11,1018,LVB-953755,24700000,1.64,2.07,2024-09-14,,Vigente,,,18000000.0,2.0
10282,9,1018,KPB-518471,7800000,1.83,2.36,2024-10-07,,Vigente,,,7200000.0,15.0
10283,8,1018,ALX-880367,37600000,1.7,2.06,2024-08-22,2027-02-08,Vigente,30.0,1610380.0,,
10284,7,1018,CSS-961501,904300000,1.12,1.36,2023-06-17,2028-05-21,Vigente,60.0,20779862.0,,
10285,5,6961,EXY-070448,7000000,1.83,2.46,2024-12-30,2032-05-22,Vigente,90.0,159233.0,,
10286,11,6961,PAW-268210,27700000,1.47,1.94,2024-09-14,,Vigente,,,17500000.0,15.0
10287,11,3609,RPU-145902,28400000,1.32,1.69,2023-12-06,,Vigente,,,12100000.0,15.0
10288,5,3609,DSH-556617,72100000,1.71,2.31,2024-01-13,2028-06-20,Vigente,54.0,2055806.0,,
10289,8,3609,ZHP-359315,22100000,1.09,1.39,2024-10-06,2027-09-21,Cancelada,36.0,745488.0,,
10290,10,3609,ZAA-618794,12300000,2.02,2.75,2024-06-16,,En_Mora,,,11300000.0,2.0
10291,9,8058,BHO-713359,2000000,2.39,2.87,2023-12-25,,Vigente,,,900000.0,15.0
10292,9,9536,MQX-537478,1500000,2.11,2.82,2023-07-18,,Vigente,,,1400000.0,2.0
10293,10,6938,HAZ-685358,10800000,1.9,2.63,2023-08-02,,Cancelada,,,9300000.0,2.0
10294,9,6938,JVH-513020,6200000,1.98,2.39,2023-11-12,,Cancelada,,,3700000.0,15.0
10295,5,6938,MWI-370959,4900000,2.0,2.6,2024-06-02,2029-11-03,Vigente,66.0,134364.0,,
10296,8,6938,IBW-838177,29500000,1.46,1.86,2023-07-30,2026-07-14,Vigente,36.0,1059406.0,,
10297,5,9941,CYO-155298,27600000,1.79,2.19,2024-06-29,2029-06-03,Vigente,60.0,754144.0,,
10298,11,5435,BLE-558663,27800000,1.69,2.05,2024-09-19,,Vigente,,,8900000.0,2.0
10299,5,5435,CUS-036749,57900000,1.73,2.26,2023-07-22,2030-12-12,En_Mora,90.0,1273729.0,,
10300,9,5435,WLA-434176,7200000,2.24,3.1,2023-05-28,,En_Mora,,,4100000.0,15.0
10301,11,9308,GEM-026495,21100000,1.48,1.87,2023-11-30,,Vigente,,,13100000.0,15.0
10302,9,9990,PIC-434565,2300000,1.93,2.57,2024-07-11,,Vigente,,,1900000.0,15.0
10303,10,6194,RLH-642827,7200000,1.8,2.37,2023-04-03,,En_Mora,,,6000000.0,2.0
10304,9,6194,PPN-880990,3800000,2.64,3.4,2024-11-26,,Castigada,,,3800000.0,15.0
10305,8,3487,JOR-413981,18400000,1.59,2.01,2023-08-29,2027-02-09,Vigente,42.0,603885.0,,
10306,5,3487,MLZ-064476,12700000,1.53,2.03,2024-11-17,2029-10-22,En_Mora,60.0,324989.0,,
10307,10,3487,EPP-825453,11200000,2.0,2.57,2024-03-11,,Vigente,,,9800000.0,15.0
10308,9,9725,CXC-479067,5500000,2.61,3.17,2023-04-26,,Vigente,,,4500000.0,15.0
10309,9,4255,IJZ-216537,900000,2.12,2.87,2024-09-19,,Vigente,,,600000.0,15.0
10310,8,7688,BUG-622769,32700000,1.62,1.99,2023-10-26,2024-10-20,Cancelada,12.0,3020391.0,,
10311,11,7688,UWI-019149,23200000,1.67,2.06,2023-06-04,,Vigente,,,19700000.0,2.0
10312,9,2423,GVB-444992,2300000,2.47,3.05,2023-09-01,,Vigente,,,1600000.0,15.0
10313,7,9150,NJV-662282,551100000,1.32,1.65,2024-04-04,2026-03-25,Vigente,24.0,26941458.0,,
10314,8,9150,UNR-930004,16900000,1.77,2.26,2024-08-21,2028-02-02,Vigente,42.0,573701.0,,
10315,9,9150,QBP-825190,2600000,2.19,2.72,2024-06-21,,Vigente,,,1300000.0,2.0
10316,10,9150,SGM-969249,6300000,2.3,3.17,2024-09-11,,Cancelada,,,4400000.0,2.0
10317,5,9150,IBY-244961,22800000,2.11,2.65,2023-11-28,2027-11-07,Vigente,48.0,760058.0,,
10318,7,2660,UAM-600313,901200000,1.1,1.33,2024-03-28,2030-02-25,En_Mora,72.0,18186051.0,,
10319,11,2660,SVB-236715,21500000,1.82,2.53,2024-02-05,,Vigente,,,13800000.0,15.0
10320,10,3103,EBJ-168630,10300000,2.48,3.02,2024-01-10,,Vigente,,,6400000.0,15.0
10321,8,3103,PMB-535849,18600000,1.19,1.43,2024-10-09,2025-10-04,Cancelada,12.0,1672492.0,,
10322,8,8978,NTG-074096,32700000,1.67,2.08,2023-08-05,2027-01-16,Cancelada,42.0,1089503.0,,
10323,8,7718,VCM-728489,33200000,1.1,1.39,2023-11-11,2027-10-21,Vigente,48.0,893972.0,,
10324,11,7718,UTP-311465,18000000,1.58,2.11,2024-11-25,,Cancelada,,,12300000.0,15.0
10325,5,7718,AMA-106848,21800000,1.95,2.39,2024-03-25,2031-02-17,En_Mora,84.0,529691.0,,
10326,9,3794,CVH-451996,3400000,1.91,2.56,2024-02-26,,Vigente,,,2400000.0,15.0
10327,5,3794,FUR-941606,42100000,1.7,2.25,2024-07-06,2029-12-07,Vigente,66.0,1066161.0,,
10328,11,3794,TYE-741875,14200000,1.76,2.33,2023-10-19,,Vigente,,,13100000.0,15.0
10329,8,3794,ICT-832448,17900000,1.75,2.26,2023-11-30,2025-05-23,Cancelada,18.0,1167884.0,,
10330,7,3794,SQZ-216018,377000000,1.61,1.96,2023-05-29,2027-05-08,Vigente,48.0,11336104.0,,
10331,9,6934,OFK-582440,1200000,2.12,2.92,2024-03-04,,Vigente,,,900000.0,2.0
10332,5,4929,BMT-054784,75900000,1.73,2.39,2024-08-28,2031-07-23,Castigada,84.0,1720355.0,,
10333,9,4929,HQC-437870,2500000,2.49,3.33,2023-09-04,,Vigente,,,1500000.0,2.0
10334,9,2301,HTS-652663,5800000,2.51,3.05,2024-12-21,,Vigente,,,5400000.0,15.0
10335,11,2301,QJE-507292,20300000,2.16,2.75,2023-02-26,,Vigente,,,6800000.0,15.0
10336,9,2230,NDS-652679,5000000,2.11,2.55,2023-10-01,,Vigente,,,2800000.0,15.0
10337,11,2230,YCH-648562,13800000,2.31,2.81,2023-03-09,,Vigente,,,7900000.0,2.0
10338,9,1744,NIP-674655,4700000,2.33,2.93,2024-03-06,,Cancelada,,,1600000.0,2.0
10339,11,1744,JHV-129615,16100000,1.62,2.2,2024-04-13,,Vigente,,,6800000.0,15.0
10340,5,1744,DZO-432769,77900000,1.67,2.24,2023-07-06,2028-06-09,Vigente,60.0,2065608.0,,
10341,9,7904,EZO-562897,7500000,2.04,2.65,2023-05-05,,Cancelada,,,3000000.0,15.0
10342,11,3244,CBQ-529205,12800000,2.05,2.59,2023-02-11,,Vigente,,,7400000.0,2.0
10343,9,3244,PYX-318332,6100000,2.59,3.61,2024-04-01,,Vigente,,,3500000.0,15.0
10344,5,3244,LZU-289481,26700000,1.8,2.36,2023-12-26,2029-05-28,En_Mora,66.0,694577.0,,
10345,7,2887,KXK-577113,1186000000,1.07,1.39,2024-06-21,2029-05-26,Vigente,60.0,26888104.0,,
10346,11,2887,MAA-298468,19800000,2.1,2.65,2024-07-21,,Vigente,,,14100000.0,15.0
10347,5,2887,HZB-755864,16800000,2.26,3.0,2024-03-03,2028-02-11,Vigente,48.0,577088.0,,
10348,9,6367,LSJ-036902,1600000,2.49,3.0,2023-05-03,,Vigente,,,800000.0,2.0
10349,5,9611,RHR-605805,49100000,1.43,1.81,2023-04-07,2029-09-02,Cancelada,78.0,1048556.0,,
10350,8,9611,EFE-868555,31600000,1.41,1.82,2024-01-17,2025-07-10,Cancelada,18.0,2000031.0,,
10351,11,9611,IJV-857370,18300000,2.22,2.72,2023-04-27,,Vigente,,,7200000.0,2.0
10352,11,7278,MLF-065490,12600000,1.64,2.19,2023-08-03,,Vigente,,,10700000.0,2.0
10353,10,9745,JEN-725050,14000000,1.71,2.17,2024-08-24,,Cancelada,,,5100000.0,15.0
10354,5,9745,CFN-735491,58100000,1.93,2.38,2023-08-11,2027-07-21,Castigada,48.0,1867287.0,,
10355,11,6929,BID-263945,12500000,1.67,2.05,2023-11-18,,Vigente,,,10400000.0,15.0
10356,9,6929,JAR-635613,7900000,2.05,2.81,2023-10-25,,Cancelada,,,7300000.0,15.0
10357,11,6790,SPH-764464,26900000,1.61,2.01,2024-09-01,,Vigente,,,16100000.0,15.0
10358,5,6790,MQD-000693,42400000,1.46,1.88,2024-05-11,2028-10-17,Vigente,54.0,1140394.0,,
10359,7,6790,NMM-245585,493300000,1.3,1.64,2024-11-26,2026-11-16,Vigente,24.0,24059327.0,,
10360,8,3258,WHS-417416,34400000,1.44,1.73,2023-11-19,2025-05-12,Cancelada,18.0,2183130.0,,
10361,11,1286,HBP-138576,11100000,1.83,2.41,2024-06-02,,En_Mora,,,6300000.0,15.0
10362,9,1286,QPX-033034,2600000,2.09,2.66,2024-01-25,,Vigente,,,1400000.0,2.0
10363,5,1286,ZJK-581635,46700000,1.99,2.49,2024-03-08,2031-07-30,Vigente,90.0,1119341.0,,
10364,9,6655,BZK-270803,5000000,2.51,3.41,2023-07-26,,Vigente,,,4400000.0,2.0
10365,5,6655,QHU-452464,46600000,1.71,2.2,2023-03-10,2029-08-05,En_Mora,78.0,1086324.0,,
10366,7,6655,FZT-495674,339600000,1.02,1.3,2024-07-14,2027-06-29,Vigente,36.0,11318547.0,,
10367,9,2552,VBF-486264,3400000,2.46,3.33,2023-06-01,,Vigente,,,3000000.0,15.0
10368,11,2552,LQA-112861,13000000,1.59,2.16,2023-04-27,,Vigente,,,6700000.0,15.0
10369,10,5606,XKV-825516,11000000,2.37,3.27,2023-11-18,,Vigente,,,6400000.0,15.0
10370,11,5606,UIV-787921,29000000,1.94,2.43,2024-08-17,,Vigente,,,26700000.0,2.0
10371,9,7100,GHU-143369,2300000,2.28,3.06,2024-08-26,,Vigente,,,900000.0,15.0
10372,8,5638,WWK-939208,26300000,1.7,2.19,2023-11-13,2027-04-26,Vigente,42.0,881209.0,,
10373,9,1756,KVS-888653,4400000,1.75,2.4,2024-10-21,,Vigente,,,3900000.0,15.0
10374,8,1756,BQQ-714630,29700000,1.55,1.91,2024-09-08,2028-02-20,Vigente,42.0,967396.0,,
10375,5,1756,RUI-472687,22200000,2.06,2.79,2023-06-11,2028-05-15,Cancelada,60.0,647960.0,,
10376,9,7408,AOP-204280,1700000,1.95,2.68,2023-03-28,,Vigente,,,1600000.0,2.0
10377,7,5419,MFF-982734,273200000,1.72,2.14,2024-08-03,2029-07-08,Cancelada,60.0,7335760.0,,
10378,6,5419,EUA-924256,320000000,1.5,1.84,2023-07-31,2040-05-02,Vigente,204.0,5041833.0,,
10379,9,5419,STG-003299,2100000,1.89,2.39,2023-03-29,,En_Mora,,,1600000.0,2.0
10380,5,7458,GNY-813511,78300000,1.56,1.91,2023-11-06,2027-10-16,Vigente,48.0,2329626.0,,
10381,11,7458,HWP-723839,29600000,1.62,2.26,2023-02-15,,Cancelada,,,14700000.0,15.0
10382,10,7458,FAG-749903,10600000,2.43,3.23,2023-06-04,,Vigente,,,6400000.0,2.0
10383,10,5695,RFZ-071924,7000000,1.94,2.65,2023-04-06,,Vigente,,,5800000.0,15.0
10384,11,5695,YCI-047462,27700000,1.32,1.76,2023-04-07,,Vigente,,,21500000.0,15.0
10385,6,5695,TTY-520630,52600000,1.48,1.87,2024-11-04,2038-08-23,Vigente,168.0,850555.0,,
10386,11,5183,UHT-614483,13600000,2.39,3.28,2023-09-19,,Vigente,,,4900000.0,2.0
10387,5,3945,PLL-034261,39700000,1.79,2.3,2024-02-02,2030-12-27,En_Mora,84.0,917303.0,,
10388,7,3945,XMD-198520,703600000,1.65,1.99,2024-05-22,2029-04-26,Vigente,60.0,18562884.0,,
10389,9,3945,OGG-051611,7500000,2.14,2.79,2023-03-20,,En_Mora,,,4400000.0,15.0
10390,8,6311,IXV-209264,24300000,1.45,1.84,2023-11-18,2026-11-02,En_Mora,36.0,871206.0,,
10391,10,6311,ZPM-693663,5100000,1.82,2.25,2023-01-19,,Cancelada,,,3200000.0,15.0
10392,11,6311,FQQ-467134,11800000,1.71,2.12,2023-11-06,,Cancelada,,,10300000.0,2.0
10393,5,6311,MWP-258006,35500000,1.48,2.04,2024-04-30,2031-09-21,Cancelada,90.0,716329.0,,
10394,7,6311,OHM-456684,603400000,1.42,1.77,2024-12-31,2030-11-30,Vigente,72.0,13436787.0,,
10395,5,5264,QQL-417445,7900000,2.33,2.99,2024-07-20,2031-12-11,Vigente,90.0,210562.0,,
10396,11,5264,HSY-867778,28200000,1.54,2.03,2024-08-24,,Vigente,,,25100000.0,15.0
10397,10,5264,PCK-932008,7100000,2.31,2.81,2024-09-28,,Vigente,,,4500000.0,2.0
10398,11,9603,UUO-888610,12300000,1.78,2.34,2024-03-16,,En_Mora,,,7900000.0,15.0
10399,8,9603,PWC-551123,32400000,1.96,2.5,2024-03-24,2025-03-19,Cancelada,12.0,3056210.0,,
10400,10,7508,AVM-212746,8300000,1.78,2.44,2024-01-08,,En_Mora,,,5000000.0,15.0
10401,9,7508,KLW-730108,2900000,2.48,3.19,2023-09-09,,Vigente,,,1300000.0,15.0
10402,6,7508,KAX-159978,88200000,1.09,1.42,2023-03-13,2032-01-25,Vigente,108.0,1393525.0,,
10403,8,7508,TXA-259742,17900000,1.89,2.4,2023-10-30,2027-10-09,Vigente,48.0,570588.0,,
10404,6,8885,HCO-571075,225500000,1.33,1.71,2023-12-09,2038-09-21,Castigada,180.0,3305633.0,,
10405,9,8885,GND-794503,7000000,1.96,2.52,2023-09-05,,Cancelada,,,4600000.0,2.0
10406,8,8885,VGH-685137,32600000,1.99,2.5,2023-08-30,2027-02-10,Vigente,42.0,1152497.0,,
10407,10,8885,LKC-412064,8300000,2.18,2.97,2023-04-18,,Vigente,,,4600000.0,2.0
10408,5,8885,ZRY-741544,43000000,1.64,2.05,2024-07-26,2031-12-17,Vigente,90.0,917396.0,,
10409,7,4428,KDO-013934,933800000,1.94,2.4,2023-02-03,2025-01-23,Cancelada,24.0,49036099.0,,
10410,11,4428,VMD-384559,12800000,2.08,2.52,2023-05-27,,Vigente,,,11900000.0,15.0
10411,5,4428,LLL-837642,39600000,1.91,2.52,2024-01-22,2028-12-26,Vigente,60.0,1114523.0,,
10412,7,3561,DOF-650514,243000000,1.17,1.41,2024-10-23,2028-10-02,Vigente,48.0,6645211.0,,
10413,10,3561,SXL-864080,6200000,2.57,3.18,2023-01-20,,Vigente,,,1900000.0,2.0
10414,11,4735,TEY-609172,15100000,1.63,1.99,2024-01-27,,Vigente,,,6300000.0,2.0
10415,8,4735,XBG-525592,14200000,1.41,1.74,2023-04-12,2025-09-28,Castigada,30.0,583760.0,,
10416,11,9074,OUH-406293,22700000,2.1,2.53,2024-02-22,,Vigente,,,15600000.0,2.0
10417,7,9074,AMV-290945,971100000,1.54,1.91,2023-06-22,2029-05-21,Vigente,72.0,22412966.0,,
10418,8,6853,OHL-693632,4700000,1.09,1.38,2024-07-30,2028-07-09,Vigente,48.0,126276.0,,
10419,9,6853,IXD-960015,4700000,1.95,2.72,2024-12-25,,Cancelada,,,2500000.0,15.0
10420,7,6853,XVL-193638,888500000,1.76,2.21,2024-12-14,2026-12-04,Vigente,24.0,45708537.0,,
10421,11,8290,VQV-299047,10200000,2.28,3.08,2024-03-31,,Vigente,,,7900000.0,15.0
10422,8,8290,HNE-176615,9900000,1.2,1.54,2024-09-12,2027-03-01,Vigente,30.0,394911.0,,
10423,9,7774,RZS-525496,1100000,2.7,3.7,2023-03-08,,Vigente,,,1000000.0,15.0
10424,7,5235,FHK-401050,864200000,1.47,1.82,2023-05-05,2025-04-24,Castigada,24.0,42994237.0,,
10425,8,5235,IBQ-040798,39200000,1.42,1.71,2023-08-20,2025-02-10,Cancelada,18.0,2483284.0,,
10426,10,5235,GBP-404199,6100000,1.91,2.42,2023-09-11,,Vigente,,,2100000.0,15.0
10427,10,7968,HJC-725603,5500000,2.28,2.93,2024-03-28,,Vigente,,,2000000.0,2.0
10428,8,7968,LIF-150715,35400000,1.62,2.0,2024-03-14,2027-08-26,En_Mora,42.0,1168419.0,,
10429,9,6172,ILY-738713,1700000,2.48,3.2,2023-12-30,,Vigente,,,800000.0,2.0
10430,9,2508,VOB-396201,1600000,1.78,2.34,2023-10-26,,Vigente,,,1200000.0,2.0
10431,9,9374,XQS-424788,3800000,2.05,2.5,2024-09-22,,Vigente,,,3500000.0,2.0
10432,10,9374,ODL-693912,7100000,1.84,2.57,2024-01-20,,Vigente,,,3900000.0,2.0
10433,8,2753,RJU-193286,9400000,1.18,1.45,2023-07-02,2024-06-26,Cancelada,12.0,844707.0,,
10434,10,6143,GBQ-157307,12900000,1.73,2.21,2023-05-14,,Castigada,,,7200000.0,15.0
10435,11,6143,UPE-387351,27000000,2.02,2.78,2023-05-10,,En_Mora,,,12100000.0,2.0
10436,7,6143,PQU-628422,542600000,1.69,2.15,2024-12-30,2029-12-04,Vigente,60.0,14460247.0,,
10437,9,6988,MQL-448331,2500000,2.49,3.13,2024-07-17,,Vigente,,,1700000.0,2.0
10438,11,6988,YCB-021338,15300000,1.59,2.19,2023-08-28,,En_Mora,,,7700000.0,2.0
10439,9,1297,TAR-998272,6600000,1.94,2.46,2023-01-09,,Cancelada,,,6600000.0,15.0
10440,5,1297,CVL-944801,42700000,1.94,2.62,2023-08-28,2031-01-18,Vigente,90.0,1007041.0,,
10441,7,1297,KRK-753079,470900000,1.74,2.17,2023-05-12,2027-04-21,Vigente,48.0,14551369.0,,
10442,9,5865,HER-186019,5200000,1.88,2.3,2023-03-07,,En_Mora,,,3600000.0,15.0
10443,7,2848,ZDK-739283,210300000,1.52,1.85,2024-04-10,2029-03-15,Vigente,60.0,5367732.0,,
10444,9,2848,RHA-103859,6000000,1.84,2.42,2024-12-27,,Vigente,,,3100000.0,2.0
10445,9,8105,VUK-884164,1800000,1.81,2.2,2024-04-16,,Vigente,,,1400000.0,15.0
10446,9,6364,EWN-607994,1200000,2.34,2.99,2024-11-05,,Cancelada,,,1200000.0,2.0
10447,5,3711,QRM-331027,37700000,1.57,2.04,2024-02-24,2031-07-17,Vigente,90.0,785103.0,,
10448,10,3711,LMH-186117,8300000,2.34,3.03,2023-05-20,,En_Mora,,,2900000.0,2.0
10449,7,3711,ESX-540656,231500000,1.76,2.23,2023-06-22,2026-06-06,Vigente,36.0,8736048.0,,
10450,10,5893,AAV-609086,12700000,2.38,3.03,2024-01-22,,Vigente,,,5900000.0,2.0
10451,8,5893,EFO-912314,3700000,1.51,1.94,2023-06-21,2025-06-10,Cancelada,24.0,184934.0,,
10452,6,5893,QJB-235915,55400000,1.03,1.26,2023-11-20,2040-08-22,En_Mora,204.0,651119.0,,
10453,5,3140,QWI-843653,56600000,1.74,2.43,2024-10-08,2029-09-12,Vigente,60.0,1527402.0,,
10454,8,3140,QXI-776032,30200000,1.5,1.91,2024-10-17,2025-10-12,Cancelada,12.0,2768736.0,,
10455,9,3140,IHQ-759620,4300000,2.34,2.92,2023-06-05,,En_Mora,,,3500000.0,15.0
10456,10,8397,JIL-080161,5500000,2.57,3.59,2024-07-06,,Vigente,,,4700000.0,2.0
10457,5,8397,CSI-721224,12700000,1.67,2.19,2023-07-29,2028-12-29,Vigente,66.0,319017.0,,
10458,9,8397,ELN-778703,3200000,2.58,3.34,2024-10-12,,Vigente,,,3100000.0,15.0
10459,5,7093,DME-105749,32300000,1.65,2.07,2023-09-21,2031-02-11,Vigente,90.0,691482.0,,
10460,9,5397,UTJ-763034,8000000,1.77,2.45,2023-02-09,,Cancelada,,,3300000.0,15.0
10461,10,5397,QGL-626980,7400000,1.7,2.32,2023-09-10,,Vigente,,,5500000.0,2.0
10462,10,9236,NXP-779815,14100000,2.3,2.84,2024-06-14,,Vigente,,,8400000.0,15.0
10463,9,9236,EMC-744241,6900000,1.93,2.4,2023-12-19,,Vigente,,,5700000.0,15.0
10464,8,5027,TGX-466812,23500000,1.21,1.48,2024-04-06,2027-09-18,Vigente,42.0,716996.0,,
10465,5,8645,GYR-702735,48100000,1.66,2.22,2023-01-31,2027-07-09,Vigente,54.0,1355734.0,,
10466,10,8645,IIG-336988,14300000,1.95,2.47,2023-09-30,,Vigente,,,8600000.0,15.0
10467,8,4841,RWN-606936,12600000,1.7,2.18,2024-06-27,2026-06-17,Vigente,24.0,643752.0,,
10468,11,4841,PCL-999897,29400000,1.79,2.39,2023-02-16,,Vigente,,,13600000.0,15.0
10469,5,6215,UHR-581416,70500000,1.7,2.28,2024-06-16,2028-05-26,Vigente,48.0,2160394.0,,
10470,9,6215,SEY-972248,3500000,1.9,2.64,2023-09-04,,Vigente,,,2800000.0,2.0
10471,11,2741,TSR-794222,28600000,1.83,2.42,2023-08-18,,Cancelada,,,21500000.0,15.0
10472,5,4957,PEK-477916,68700000,1.83,2.41,2023-05-11,2027-04-20,Vigente,48.0,2162976.0,,
10473,7,4957,VHF-612788,383200000,1.4,1.76,2024-08-27,2029-08-01,Vigente,60.0,9482347.0,,
10474,5,2670,SJZ-382787,79800000,1.57,2.03,2023-10-08,2029-03-10,Vigente,66.0,1950487.0,,
10475,11,4932,NHS-183175,21000000,1.69,2.26,2023-01-23,,Vigente,,,20900000.0,15.0
10476,10,8400,FQJ-817839,6400000,2.34,2.94,2024-08-14,,En_Mora,,,2600000.0,2.0
10477,9,8400,DNI-417213,7000000,2.54,3.1,2024-11-26,,Cancelada,,,6900000.0,2.0
10478,9,4811,MRN-055277,4300000,2.33,3.0,2024-10-27,,Vigente,,,1300000.0,2.0
10479,11,4811,BXU-180558,17700000,2.3,3.08,2023-07-05,,Vigente,,,9000000.0,2.0
10480,10,6558,FEO-809535,12000000,1.59,2.05,2024-09-05,,Vigente,,,6200000.0,2.0
10481,11,6558,LPS-593520,29500000,1.73,2.16,2024-03-09,,Vigente,,,9800000.0,15.0
10482,5,6558,PFJ-160239,21300000,1.63,2.05,2023-02-15,2028-07-18,Cancelada,66.0,529250.0,,
10483,7,6558,BTZ-613686,628900000,1.94,2.46,2024-02-14,2027-01-29,Vigente,36.0,24436419.0,,
10484,8,6558,PCD-150633,33200000,1.32,1.69,2024-03-05,2026-08-22,Vigente,30.0,1347405.0,,
10485,8,3200,ESH-845785,39200000,1.22,1.58,2024-01-22,2028-01-01,Cancelada,48.0,1083825.0,,
10486,5,3200,URU-584526,10600000,1.58,2.0,2024-09-14,2031-08-09,Vigente,84.0,228793.0,,
10487,9,8097,EZU-524988,7500000,2.26,2.88,2023-02-24,,En_Mora,,,6300000.0,15.0
10488,11,8097,BGC-502980,22700000,1.46,1.84,2023-11-09,,Vigente,,,19100000.0,2.0
10489,5,8097,ZXS-469777,55100000,1.94,2.38,2024-03-10,2031-08-01,Vigente,90.0,1299484.0,,
10490,5,1981,JDJ-041936,54900000,1.9,2.48,2023-06-22,2028-11-22,Vigente,66.0,1466548.0,,
10491,8,1981,FTO-239680,34300000,1.86,2.29,2024-07-06,2026-12-23,Vigente,30.0,1502169.0,,
10492,7,1981,IJA-813140,1087100000,1.85,2.23,2024-04-19,2026-04-09,Vigente,24.0,56504168.0,,
10493,11,3249,HZR-417087,14500000,1.88,2.37,2023-09-14,,Vigente,,,8700000.0,2.0
10494,8,3249,ARY-991446,9200000,1.04,1.29,2023-04-24,2026-10-05,Vigente,42.0,271479.0,,
10495,7,3249,TVD-971306,491100000,1.76,2.27,2023-05-11,2029-04-09,En_Mora,72.0,12084226.0,,
10496,8,1863,GTW-928178,5100000,1.43,1.8,2024-05-12,2027-10-24,Vigente,42.0,162363.0,,
10497,10,1863,DAZ-946004,12300000,2.11,2.61,2024-12-18,,Vigente,,,11100000.0,2.0
10498,9,1933,JKI-000724,2400000,2.17,2.63,2024-05-05,,Vigente,,,900000.0,15.0
10499,11,1933,RRU-138756,12000000,1.75,2.43,2024-09-13,,Vigente,,,6700000.0,15.0
