id_mora,id_producto_activo,id_extracto,fecha_inicio_mora,dias_mora,capital_vencido,interes_mora,estado_mora
30748,10434,11149,2025-03-17,289,160278986.0,34122862.0,Activa
30749,10434,11150,2025-04-17,258,165486152.0,31452298.0,Activa
30750,10434,11151,2025-05-17,228,173785396.0,29188995.0,Activa
30751,10434,11152,2025-06-17,197,182849053.0,26535664.0,Activa
30752,10434,11153,2025-07-17,167,195978017.0,24109869.0,Activa
30753,10434,11154,2025-08-17,136,209094131.0,20948444.0,Activa
30754,10434,11155,2025-09-17,105,216328111.0,16732979.0,Activa
30755,10434,11156,2025-10-17,75,230148962.0,12715730.0,Activa
30756,10434,11157,2025-11-17,44,239283254.0,7755968.0,Activa
30757,10434,11158,2025-12-17,14,248460414.0,2562455.0,Activa
30758,10435,11161,2023-07-17,898,16897000.0,14060782.0,Activa
30759,10435,11166,2023-12-17,745,14006500.0,9669621.0,En Gestión
30760,10435,11170,2024-04-17,623,14785860.0,8536074.0,Activa
30761,10435,11171,2024-05-17,593,19816907.0,10889655.0,Activa
30762,10435,11175,2024-09-17,470,19476500.0,8482665.0,En Gestión
30763,10435,11187,2025-09-17,105,2084000.0,202773.0,En Gestión
30764,10438,11222,2023-08-17,867,6635000.0,4199358.0,Activa
30765,10438,11223,2023-09-17,836,9678306.0,5906477.0,Activa
30766,10438,11226,2023-12-17,745,14835500.0,8068287.0,Activa
30767,10438,11227,2024-01-17,714,26464397.0,13793773.0,Activa
30768,10438,11228,2024-02-17,683,34036967.0,16970491.0,Activa
30769,10438,11233,2024-07-17,532,10108000.0,3925543.0,Activa
30770,10438,11234,2024-08-17,501,12632365.0,4620035.0,Activa
30771,10438,11236,2024-10-17,440,19173507.0,6158530.0,Liquidada
30772,10438,11242,2025-04-17,258,10592000.0,1994897.0,En Gestión
30773,10438,11243,2025-05-17,228,21426965.0,3566304.0,Liquidada
30774,10438,11247,2025-09-17,105,6422000.0,492246.0,En Gestión
30775,10442,11348,2023-03-17,1020,1236000.0,966552.0,Activa
30776,10442,11352,2023-07-17,898,3449804.0,2375075.0,Activa
30777,10442,11361,2024-04-17,623,2432250.0,1161724.0,Activa
30778,10442,11371,2025-02-17,317,3374500.0,820116.0,Activa
30779,10442,11376,2025-07-17,167,4863007.0,622627.0,Activa
30780,10442,11381,2025-12-17,14,1911500.0,20517.0,Activa
30781,10448,11481,2023-12-17,745,4893875.0,3682396.0,En Gestión
30782,10448,11482,2024-01-17,714,7604159.0,5483663.0,Activa
30783,10448,11487,2024-06-17,562,8191723.0,4649786.0,Activa
30784,10448,11490,2024-09-17,470,5849000.0,2776520.0,Activa
30785,10448,11492,2024-11-17,409,6438112.0,2659520.0,Activa
30786,10448,11493,2024-12-17,379,8243187.0,3155410.0,Liquidada
30787,10448,11494,2025-01-17,348,10348956.0,3637451.0,En Gestión
30788,10448,11497,2025-04-17,258,2132000.0,555557.0,Activa
30789,10448,11501,2025-08-17,136,5596000.0,768667.0,Activa
30790,10452,11587,2023-12-17,745,651119.0,203735.0,En Gestión
30791,10452,11589,2024-02-17,683,1306340.0,374737.0,En Gestión
30792,10452,11591,2024-04-17,623,651119.0,170372.0,Activa
30793,10452,11593,2024-06-17,562,1306340.0,308348.0,En Gestión
30794,10452,11595,2024-08-17,501,1638079.0,344685.0,En Gestión
30795,10452,11596,2024-09-17,470,2309838.0,455962.0,En Gestión
30796,10452,11599,2024-12-17,379,651119.0,103645.0,Activa
30797,10452,11608,2025-09-17,105,1220849.0,53839.0,Activa
30798,10455,11641,2023-07-17,898,2812500.0,2458275.0,Activa
30799,10455,11659,2025-01-17,348,3648860.0,1235942.0,Activa
30800,10455,11663,2025-05-17,228,208000.0,46159.0,Activa
30801,10476,12199,2024-11-17,409,5872500.0,2353815.0,En Gestión
30802,10476,12200,2024-12-17,379,8265152.0,3069843.0,Activa
30803,10476,12204,2025-04-17,258,519000.0,131224.0,Activa
30804,10476,12205,2025-05-17,228,1694259.0,378565.0,En Gestión
30805,10476,12206,2025-06-17,197,5257070.0,1014930.0,Activa
30806,10476,12207,2025-07-17,167,6453628.0,1056201.0,En Gestión
30807,10476,12208,2025-08-17,136,10595365.0,1412150.0,Activa
30808,10487,12487,2023-03-17,1020,5277500.0,5167728.0,Activa
30809,10487,12490,2023-06-17,928,253000.0,225393.0,En Gestión
30810,10487,12498,2024-02-17,683,3222500.0,2112929.0,Activa
30811,10487,12501,2024-05-17,593,1872000.0,1065692.0,En Gestión
30812,10487,12506,2024-10-17,440,1037000.0,438029.0,En Gestión
30813,10487,12511,2025-03-17,289,3725242.0,1033531.0,Activa
30814,10487,12514,2025-06-17,197,3949000.0,746835.0,Activa
30815,10487,12515,2025-07-17,167,6023731.0,965725.0,Activa
30816,10487,12519,2025-11-17,44,5974527.0,252364.0,Liquidada
30817,10487,12520,2025-12-17,14,8590593.0,115458.0,En Gestión
30818,10495,12707,2023-12-17,745,22657924.0,12772649.0,Activa
30819,10495,12709,2024-02-17,683,29712468.0,15355503.0,Activa
30820,10495,12711,2024-04-17,623,12084226.0,5696544.0,En Gestión
30821,10495,12712,2024-05-17,593,24442764.0,10967550.0,Activa
30822,10495,12719,2024-12-17,379,12084226.0,3465474.0,En Gestión
30823,10495,12721,2025-02-17,317,24305608.0,5830024.0,En Gestión
30824,10495,12723,2025-04-17,258,30555012.0,5964949.0,Liquidada
30825,10495,12724,2025-05-17,228,43332837.0,7475781.0,En Gestión
30826,10495,12728,2025-09-17,105,18126339.0,1440138.0,Liquidada
30827,10502,12899,2025-05-17,228,22342812.0,3497991.0,Liquidada
30828,10502,12901,2025-07-17,167,40181537.0,4607751.0,En Gestión
30829,10502,12903,2025-09-17,105,28659138.0,2066324.0,En Gestión
30830,10505,12983,2024-02-17,683,751781.0,429600.0,En Gestión
30831,10505,12984,2024-03-17,654,1522432.0,833044.0,En Gestión
30832,10505,12986,2024-05-17,593,1907994.0,946639.0,En Gestión
30833,10505,12987,2024-06-17,562,2707666.0,1273163.0,Liquidada
30834,10505,12988,2024-07-17,532,3527409.0,1570073.0,En Gestión
30835,10505,12991,2024-10-17,440,2219603.0,817110.0,Activa
30836,10505,12998,2025-05-17,228,751781.0,143410.0,Activa
30837,10505,13001,2025-08-17,136,1127671.0,128314.0,Activa
30838,10505,13003,2025-10-17,75,751781.0,47174.0,En Gestión
30839,10505,13004,2025-11-17,44,1522432.0,56046.0,En Gestión
30840,10505,13005,2025-12-17,14,2312426.0,27086.0,En Gestión
30841,10506,13008,2024-12-17,379,621958.0,205864.0,En Gestión
30842,10506,13010,2025-02-17,317,621958.0,172187.0,Activa
30843,10506,13012,2025-04-17,258,621958.0,140140.0,Activa
30844,10516,13282,2024-10-17,440,1831703.0,596402.0,Activa
30845,10516,13286,2025-02-17,317,2747555.0,644521.0,Activa
30846,10516,13291,2025-07-17,167,1831703.0,226362.0,Activa
30847,10516,13292,2025-08-17,136,3704070.0,372778.0,En Gestión
30848,10516,13294,2025-10-17,75,1831703.0,101660.0,Activa
30849,10516,13295,2025-11-17,44,3704070.0,120605.0,Activa
30850,10516,13296,2025-12-17,14,5618003.0,58203.0,En Gestión
30851,10518,13331,2024-10-17,440,1407767.0,326227.0,En Gestión
30852,10518,13333,2024-12-17,379,2826655.0,564219.0,Activa
30853,10518,13341,2025-08-17,136,2111651.0,151251.0,Activa
30854,10518,13343,2025-10-17,75,1407767.0,55607.0,En Gestión
30855,10518,13345,2025-12-17,14,1407767.0,10380.0,Activa
30856,10522,13409,2023-08-17,867,3372000.0,3137916.0,Activa
30857,10522,13410,2023-09-17,836,5669578.0,5087350.0,Activa
30858,10522,13411,2023-10-17,806,11462138.0,9915972.0,Activa
30859,10522,13412,2023-11-17,775,17150219.0,14266124.0,Activa
30860,10522,13413,2023-12-17,745,20361456.0,16281699.0,Activa
30861,10522,13414,2024-01-17,714,26738095.0,20491006.0,Activa
30862,10522,13415,2024-02-17,683,31304062.0,22948590.0,Activa
30863,10522,13416,2024-03-17,654,37500053.0,26323537.0,Activa
30864,10522,13417,2024-04-17,623,44350555.0,29656625.0,Activa
30865,10522,13418,2024-05-17,593,49583643.0,31559328.0,Activa
30866,10522,13419,2024-06-17,562,56842236.0,34287995.0,Activa
30867,10522,13420,2024-07-17,532,63185556.0,36079795.0,Activa
30868,10522,13421,2024-08-17,501,67206131.0,36139425.0,Activa
30869,10522,13422,2024-09-17,470,71141168.0,35888348.0,Activa
30870,10522,13423,2024-10-17,440,76482914.0,36120331.0,Activa
30871,10522,13424,2024-11-17,409,81638664.0,35838829.0,Activa
30872,10522,13425,2024-12-17,379,86605429.0,35230511.0,Activa
30873,10522,13426,2025-01-17,348,91951124.0,34345584.0,Activa
30874,10522,13427,2025-02-17,317,97896950.0,33309111.0,Activa
30875,10522,13428,2025-03-17,289,106250232.0,32958114.0,Activa
30876,10522,13429,2025-04-17,258,111582489.0,30899423.0,Activa
30877,10522,13430,2025-05-17,228,120991445.0,29609026.0,Activa
30878,10522,13431,2025-06-17,197,127121370.0,26879390.0,Activa
30879,10522,13432,2025-07-17,167,132201678.0,23696710.0,Activa
30880,10522,13433,2025-08-17,136,140824572.0,20556632.0,Activa
30881,10522,13434,2025-09-17,105,145676123.0,16417699.0,Activa
30882,10522,13435,2025-10-17,75,154039894.0,12400211.0,Activa
30883,10522,13436,2025-11-17,44,162545979.0,7676505.0,Activa
30884,10522,13437,2025-12-17,14,173414960.0,2605849.0,Activa
30885,10523,13439,2024-10-17,440,8277000.0,3908951.0,Activa
30886,10523,13440,2024-11-17,409,15705519.0,6894618.0,Activa
30887,10523,13442,2025-01-17,348,11505618.0,4297578.0,Liquidada
30888,10523,13444,2025-03-17,289,8418000.0,2611207.0,En Gestión
30889,10523,13447,2025-06-17,197,6186000.0,1308009.0,En Gestión
30890,10523,13449,2025-08-17,136,11271594.0,1645352.0,Liquidada
30891,10523,13451,2025-10-17,75,12711270.0,1023257.0,En Gestión
30892,10540,13878,2023-07-17,898,6295925.0,3109557.0,Activa
30893,10540,13879,2023-08-17,867,12695733.0,6053960.0,Activa
30894,10540,13880,2023-09-17,836,19201138.0,8828683.0,Activa
30895,10540,13881,2023-10-17,806,25813882.0,11443294.0,Activa
30896,10540,13882,2023-11-17,775,32535736.0,13868357.0,Activa
30897,10540,13883,2023-12-17,745,39368501.0,16131243.0,Activa
30898,10540,13884,2024-01-17,714,46314006.0,18187510.0,Activa
30899,10540,13885,2024-02-17,683,53374112.0,20049985.0,Activa
30900,10540,13886,2024-03-17,654,60550710.0,21780090.0,Activa
30901,10540,13887,2024-04-17,623,67845722.0,23247337.0,Activa
30902,10540,13888,2024-05-17,593,75261101.0,24546408.0,Activa
30903,10540,13889,2024-06-17,562,82798834.0,25593120.0,Activa
30904,10540,13890,2024-07-17,532,90460940.0,26468871.0,Activa
30905,10540,13891,2024-08-17,501,98249471.0,27072642.0,Activa
30906,10540,13892,2024-09-17,470,106166512.0,27444043.0,Activa
30907,10540,13893,2024-10-17,440,114214184.0,27639833.0,Activa
30908,10540,13894,2024-11-17,409,122394643.0,27532675.0,Activa
30909,10540,13895,2024-12-17,379,130710080.0,27246516.0,Activa
30910,10540,13896,2025-01-17,348,139162721.0,26635745.0,Activa
30911,10540,13897,2025-02-17,317,147754831.0,25761055.0,Activa
30912,10540,13898,2025-03-17,289,156488711.0,24873881.0,Activa
30913,10540,13899,2025-04-17,258,165366700.0,23465535.0,Activa
30914,10540,13900,2025-05-17,228,174391176.0,21868653.0,Activa
30915,10540,13901,2025-06-17,197,183564555.0,19889220.0,Activa
30916,10540,13902,2025-07-17,167,192889295.0,17716882.0,Activa
30917,10540,13903,2025-08-17,136,202367893.0,15137118.0,Activa
30918,10540,13904,2025-09-17,105,212002888.0,12243167.0,Activa
30919,10540,13905,2025-10-17,75,221796861.0,9149121.0,Activa
30920,10540,13906,2025-11-17,44,231752434.0,5608409.0,Activa
30921,10540,13907,2025-12-17,14,241872274.0,1862417.0,Activa
30922,10543,13953,2023-09-17,836,10715250.0,8062154.0,Activa
30923,10543,13956,2023-12-17,745,5916500.0,3967013.0,Activa
30924,10543,13958,2024-02-17,683,11071122.0,6805419.0,Activa
30925,10543,13967,2024-11-17,409,14784750.0,5442266.0,En Gestión
30926,10543,13968,2024-12-17,379,23043938.0,7860287.0,Liquidada
30927,10543,13970,2025-02-17,317,8716000.0,2486675.0,Liquidada
30928,10543,13972,2025-04-17,258,17164666.0,3985635.0,Activa
30929,10543,13976,2025-08-17,136,2801000.0,342842.0,En Gestión
30930,10543,13977,2025-09-17,105,5776627.0,545891.0,En Gestión
30931,10549,14110,2023-07-17,898,1122350.0,779420.0,Activa
30932,10549,14111,2023-08-17,867,2270739.0,1522485.0,Activa
30933,10549,14112,2023-09-17,836,3445770.0,2227713.0,Activa
30934,10549,14113,2023-10-17,806,4648062.0,2897168.0,Activa
30935,10549,14114,2023-11-17,775,5878247.0,3523029.0,Activa
30936,10549,14115,2023-12-17,745,7136972.0,4111847.0,Activa
30937,10549,14116,2024-01-17,714,8424900.0,4651893.0,Activa
30938,10549,14117,2024-02-17,683,9742708.0,5145968.0,Activa
30939,10549,14118,2024-03-17,654,11091089.0,5609429.0,Activa
30940,10549,14119,2024-04-17,623,12470752.0,6008242.0,Activa
30941,10549,14120,2024-05-17,593,13882423.0,6366294.0,Activa
30942,10549,14121,2024-06-17,562,15326845.0,6661251.0,Activa
30943,10549,14122,2024-07-17,532,16804778.0,6913710.0,Activa
30944,10549,14123,2024-08-17,501,18316999.0,7096738.0,Activa
30945,10549,14124,2024-09-17,470,19864303.0,7220012.0,Activa
30946,10549,14125,2024-10-17,440,21447505.0,7297871.0,Activa
30947,10549,14126,2024-11-17,409,23067437.0,7296077.0,Activa
30948,10549,14127,2024-12-17,379,24724952.0,7246719.0,Activa
30949,10549,14128,2025-01-17,348,26420921.0,7110398.0,Activa
30950,10549,14129,2025-02-17,317,28156236.0,6902407.0,Activa
30951,10549,14130,2025-03-17,289,29931811.0,6689560.0,Activa
30952,10549,14131,2025-04-17,258,31748579.0,6334476.0,Activa
30953,10549,14132,2025-05-17,228,33607496.0,5925674.0,Activa
30954,10549,14133,2025-06-17,197,35509540.0,5409760.0,Activa
30955,10549,14134,2025-07-17,167,37455711.0,4837280.0,Activa
30956,10549,14135,2025-08-17,136,39447033.0,4148776.0,Activa
30957,10549,14136,2025-09-17,105,41484554.0,3368546.0,Activa
30958,10549,14137,2025-10-17,75,43569346.0,2527022.0,Activa
30959,10549,14138,2025-11-17,44,45702505.0,1555104.0,Activa
30960,10549,14139,2025-12-17,14,47885153.0,518437.0,Activa
30961,10551,14166,2024-07-17,532,6023000.0,2809047.0,En Gestión
30962,10551,14169,2024-10-17,440,5413000.0,2087975.0,Activa
30963,10551,14173,2025-02-17,317,5851000.0,1626012.0,Activa
30964,10551,14174,2025-03-17,289,9783881.0,2478811.0,Activa
30965,10551,14175,2025-04-17,258,12232197.0,2766678.0,Activa
30966,10551,14177,2025-06-17,197,10682952.0,1844981.0,Activa
30967,10552,14187,2024-03-17,654,13456000.0,7861533.0,En Gestión
30968,10552,14190,2024-06-17,562,12450405.0,6250767.0,Activa
30969,10552,14191,2024-07-17,532,23888076.0,11352888.0,Activa
30970,10552,14199,2025-03-17,289,2999000.0,774262.0,Activa
30971,10552,14206,2025-10-17,75,14182500.0,950228.0,Activa
30972,10552,14207,2025-11-17,44,17226591.0,677120.0,En Gestión
30973,10552,14208,2025-12-17,14,27799264.0,347676.0,Activa
30974,10561,14392,2024-06-17,562,1828094.0,986293.0,Activa
30975,10561,14393,2024-07-17,532,3451743.0,1762874.0,En Gestión
30976,10561,14395,2024-09-17,470,2130576.0,961316.0,Activa
30977,10561,14397,2024-11-17,409,1685000.0,661598.0,En Gestión
30978,10561,14402,2025-04-17,258,1274470.0,315661.0,Activa
30979,10561,14410,2025-12-17,14,602188.0,8093.0,Activa
30980,10577,14797,2024-12-17,379,19510250.0,5299309.0,Activa
30981,10577,14800,2025-03-17,289,3903000.0,808376.0,Activa
30982,10577,14806,2025-09-17,105,13869000.0,1043642.0,Activa
30983,10587,15073,2024-06-17,562,1393369.0,702156.0,Activa
30984,10587,15080,2025-01-17,348,743130.0,231886.0,En Gestión
30985,10587,15082,2025-03-17,289,743130.0,192572.0,Activa
30986,10587,15087,2025-08-17,136,1300478.0,158589.0,En Gestión
30987,10587,15090,2025-11-17,44,1634343.0,64480.0,En Gestión
30988,10587,15091,2025-12-17,14,2421437.0,30397.0,Activa
30989,10599,15327,2023-05-17,959,10947000.0,8538514.0,Activa
30990,10599,15328,2023-06-17,928,13777107.0,10398593.0,Activa
30991,10599,15329,2023-07-17,898,18155268.0,13260124.0,En Gestión
30992,10599,15330,2023-08-17,867,23793257.0,16778053.0,Liquidada
30993,10599,15333,2023-11-17,775,8501000.0,5358464.0,Activa
30994,10599,15335,2024-01-17,714,7644212.0,4439147.0,En Gestión
30995,10599,15339,2024-05-17,593,5766500.0,2781221.0,En Gestión
30996,10599,15340,2024-06-17,562,7091203.0,3241342.0,En Gestión
30997,10599,15343,2024-09-17,470,4917000.0,1879605.0,En Gestión
30998,10599,15347,2025-01-17,348,12881247.0,3645908.0,Liquidada
30999,10599,15350,2025-04-17,258,5301000.0,1112362.0,Activa
31000,10599,15352,2025-06-17,197,5481172.0,878230.0,Activa
31001,10599,15355,2025-09-17,105,4198000.0,358509.0,Activa
31002,10599,15356,2025-10-17,75,4900431.0,298926.0,Activa
31003,10604,15490,2023-04-17,989,3092000.0,2711416.0,En Gestión
31004,10604,15492,2023-06-17,928,6991124.0,5752483.0,En Gestión
31005,10604,15493,2023-07-17,898,7768088.0,6185159.0,Activa
31006,10604,15497,2023-11-17,775,5451000.0,3745746.0,En Gestión
31007,10604,15502,2024-04-17,623,8852500.0,4890062.0,En Gestión
31008,10604,15505,2024-07-17,532,1967000.0,927847.0,Activa
31009,10604,15506,2024-08-17,501,4102322.0,1822333.0,En Gestión
31010,10604,15509,2024-11-17,409,7116611.0,2580815.0,En Gestión
31011,10604,15510,2024-12-17,379,12433913.0,4178375.0,Activa
31012,10611,15722,2024-02-17,683,5369000.0,2933622.0,En Gestión
31013,10611,15726,2024-06-17,562,16780000.0,7544288.0,Liquidada
31014,10611,15730,2024-10-17,440,8433000.0,2968416.0,Activa
31015,10611,15733,2025-01-17,348,8899000.0,2477482.0,Activa
31016,10611,15735,2025-03-17,289,11961288.0,2765450.0,Activa
31017,10611,15737,2025-05-17,228,13140180.0,2396769.0,En Gestión
31018,10611,15739,2025-07-17,167,25989272.0,3472167.0,Liquidada
31019,10627,16190,2024-03-17,654,1780834.0,776444.0,Activa
31020,10627,16193,2024-06-17,562,2671251.0,1000829.0,En Gestión
31021,10627,16197,2024-10-17,440,3679648.0,1079363.0,Activa
31022,10627,16201,2025-02-17,317,2671251.0,564524.0,En Gestión
31023,10627,16204,2025-05-17,228,1780834.0,270687.0,En Gestión
31024,10627,16206,2025-07-17,167,3579476.0,398515.0,Activa
31025,10627,16207,2025-08-17,136,5431900.0,492492.0,En Gestión
31026,10627,16209,2025-10-17,75,5441520.0,272076.0,Liquidada
31027,10629,16233,2024-04-17,623,3617000.0,2230857.0,En Gestión
31028,10629,16234,2024-05-17,593,5144425.0,3020138.0,Activa
31029,10629,16235,2024-06-17,562,8619214.0,4795558.0,Liquidada
31030,10629,16236,2024-07-17,532,12842205.0,6763733.0,En Gestión
31031,10629,16237,2024-08-17,501,14257618.0,7071636.0,Activa
31032,10629,16240,2024-11-17,409,11194517.0,4532772.0,Activa
31033,10629,16251,2025-10-17,75,662500.0,49191.0,Activa
31034,10629,16253,2025-12-17,14,3905088.0,54125.0,En Gestión
31035,10644,16571,2023-10-17,806,8837000.0,6434102.0,Activa
31036,10644,16583,2024-10-17,440,7386000.0,2935689.0,En Gestión
31037,10644,16585,2024-12-17,379,6270080.0,2146645.0,En Gestión
31038,10644,16591,2025-06-17,197,1604000.0,285442.0,Activa
31039,10644,16594,2025-09-17,105,2327000.0,220716.0,Liquidada
31040,10654,16850,2025-03-17,289,8919875.0,2105239.0,En Gestión
31041,10654,16852,2025-05-17,228,11651706.0,2169548.0,En Gestión
31042,10665,17286,2023-11-17,775,711395.0,339988.0,Activa
31043,10665,17287,2023-12-17,745,1435951.0,659700.0,Activa
31044,10665,17288,2024-01-17,714,2173911.0,957173.0,Activa
31045,10665,17289,2024-02-17,683,2925523.0,1232182.0,Activa
31046,10665,17290,2024-03-17,654,3691040.0,1488596.0,Activa
31047,10665,17291,2024-04-17,623,4470719.0,1717576.0,Activa
31048,10665,17292,2024-05-17,593,5264822.0,1925258.0,Activa
31049,10665,17293,2024-06-17,562,6073616.0,2104913.0,Activa
31050,10665,17294,2024-07-17,532,6897373.0,2262798.0,Activa
31051,10665,17295,2024-08-17,501,7736369.0,2390151.0,Activa
31052,10665,17296,2024-09-17,470,8590887.0,2489925.0,Activa
31053,10665,17297,2024-10-17,440,9461213.0,2567142.0,Activa
31054,10665,17298,2024-11-17,409,10347640.0,2609847.0,Activa
31055,10665,17299,2024-12-17,379,11250466.0,2629421.0,Activa
31056,10665,17300,2025-01-17,348,12169995.0,2611681.0,Activa
31057,10665,17301,2025-02-17,317,13106535.0,2562109.0,Activa
31058,10665,17302,2025-03-17,289,14060401.0,2505798.0,Activa
31059,10665,17303,2025-04-17,258,15031913.0,2391577.0,Activa
31060,10665,17304,2025-05-17,228,16021398.0,2252609.0,Activa
31061,10665,17305,2025-06-17,197,17029189.0,2068763.0,Activa
31062,10665,17306,2025-07-17,167,18055624.0,1859428.0,Activa
31063,10665,17307,2025-08-17,136,19101048.0,1601941.0,Activa
31064,10665,17308,2025-09-17,105,20165812.0,1305736.0,Activa
31065,10665,17309,2025-10-17,75,21250275.0,982825.0,Activa
31066,10665,17310,2025-11-17,44,22354800.0,606560.0,Activa
31067,10665,17311,2025-12-17,14,23479759.0,202709.0,Activa
31068,10672,17545,2024-04-17,623,7965000.0,4002837.0,En Gestión
31069,10672,17551,2024-10-17,440,9486250.0,3366986.0,Activa
31070,10672,17553,2024-12-17,379,7091000.0,2167908.0,En Gestión
31071,10672,17554,2025-01-17,348,14311602.0,4017553.0,Liquidada
31072,10672,17557,2025-04-17,258,7360000.0,1531763.0,Activa
31073,10672,17560,2025-07-17,167,8154278.0,1098490.0,En Gestión
31074,10672,17562,2025-09-17,105,8359306.0,708033.0,En Gestión
31075,10672,17563,2025-10-17,75,15911601.0,962652.0,Activa
31076,10675,17629,2023-05-17,959,1182872.0,907499.0,Activa
31077,10675,17630,2023-06-17,928,2394133.0,1777404.0,Activa
31078,10675,17631,2023-07-17,898,3634464.0,2610999.0,Activa
31079,10675,17632,2023-08-17,867,4904563.0,3401805.0,Activa
31080,10675,17633,2023-09-17,836,6205145.0,4150001.0,Activa
31081,10675,17634,2023-10-17,806,7536940.0,4859819.0,Activa
31082,10675,17635,2023-11-17,775,8900699.0,5518433.0,Activa
31083,10675,17636,2023-12-17,745,10297188.0,6137124.0,Activa
31084,10675,17637,2024-01-17,714,11727193.0,6698573.0,Activa
31085,10675,17638,2024-02-17,683,13191518.0,7207845.0,Activa
31086,10675,17639,2024-03-17,654,14690986.0,7686324.0,Activa
31087,10675,17640,2024-04-17,623,16226442.0,8087259.0,Activa
31088,10675,17641,2024-05-17,593,17798749.0,8443727.0,Activa
31089,10675,17642,2024-06-17,562,19408791.0,8726192.0,Activa
31090,10675,17643,2024-07-17,532,21057474.0,8962061.0,Activa
31091,10675,17644,2024-08-17,501,22745725.0,9116487.0,Activa
31092,10675,17645,2024-09-17,470,24474494.0,9202410.0,Activa
31093,10675,17646,2024-10-17,440,26244754.0,9238153.0,Activa
31094,10675,17647,2024-11-17,409,28057500.0,9180414.0,Activa
31095,10675,17648,2024-12-17,379,29913752.0,9069850.0,Activa
31096,10675,17649,2025-01-17,348,31814554.0,8857172.0,Activa
31097,10675,17650,2025-02-17,317,33760975.0,8561783.0,Activa
31098,10675,17651,2025-03-17,289,35754110.0,8266350.0,Activa
31099,10675,17652,2025-04-17,258,37795081.0,7800905.0,Activa
31100,10675,17653,2025-05-17,228,39885035.0,7275030.0,Activa
31101,10675,17654,2025-06-17,197,42025148.0,6623163.0,Activa
31102,10675,17655,2025-07-17,167,44216624.0,5907341.0,Activa
31103,10675,17656,2025-08-17,136,46460695.0,5054924.0,Activa
31104,10675,17657,2025-09-17,105,48758624.0,4095724.0,Activa
31105,10675,17658,2025-10-17,75,51111703.0,3066702.0,Activa
31106,10675,17659,2025-11-17,44,53521256.0,1883948.0,Activa
31107,10675,17660,2025-12-17,14,55988638.0,627073.0,Activa
31108,10677,17684,2023-06-17,928,358019.0,258041.0,Activa
31109,10677,17685,2023-07-17,898,724380.0,505216.0,En Gestión
31110,10677,17687,2023-09-17,836,907657.0,589336.0,Activa
31111,10677,17689,2023-11-17,775,358019.0,215498.0,Liquidada
31112,10677,17690,2023-12-17,745,724380.0,419138.0,En Gestión
31113,10677,17691,2024-01-17,714,1099277.0,609593.0,Activa
31114,10677,17692,2024-02-17,683,1482909.0,786629.0,Liquidada
31115,10677,17693,2024-03-17,654,1875480.0,952631.0,Activa
31116,10677,17705,2025-03-17,289,358019.0,80360.0,Activa
31117,10677,17712,2025-10-17,75,358019.0,20855.0,En Gestión
31118,10681,17842,2024-02-17,683,38560728.0,11412690.0,Activa
31119,10681,17845,2024-05-17,593,22034702.0,5662184.0,Activa
31120,10681,17846,2024-06-17,562,44355855.0,10802129.0,Liquidada
31121,10681,17851,2024-11-17,409,38560728.0,6834246.0,Activa
31122,10681,17852,2024-12-17,379,61096719.0,10034118.0,Activa
31123,10681,17861,2025-09-17,105,22034702.0,1002579.0,En Gestión
31124,10684,17924,2023-07-17,898,12835000.0,8529114.0,Activa
31125,10684,17925,2023-08-17,867,19763937.0,12680147.0,Liquidada
31126,10684,17926,2023-09-17,836,31004696.0,19180745.0,En Gestión
31127,10684,17927,2023-10-17,806,39539000.0,23582641.0,Activa
31128,10684,17930,2024-01-17,714,4934000.0,2606928.0,Activa
31129,10684,17934,2024-05-17,593,2338000.0,1025961.0,Liquidada
31130,10684,17935,2024-06-17,562,10591904.0,4404961.0,Activa
31131,10684,17938,2024-09-17,470,4107000.0,1428415.0,En Gestión
31132,10684,17947,2025-06-17,197,8176625.0,1191988.0,Activa
31133,10684,17948,2025-07-17,167,19372146.0,2394010.0,En Gestión
31134,10684,17949,2025-08-17,136,31256208.0,3145625.0,En Gestión
31135,10684,17953,2025-12-17,14,13534762.0,140220.0,En Gestión
31136,10693,18198,2024-03-17,654,113344.0,35087.0,Activa
31137,10693,18202,2024-07-17,532,113344.0,28542.0,En Gestión
31138,10693,18209,2025-02-17,317,219604.0,32951.0,Activa
31139,10693,18210,2025-03-17,289,336066.0,45972.0,Activa
31140,10693,18212,2025-05-17,228,113344.0,12232.0,En Gestión
31141,10693,18218,2025-11-17,44,113344.0,2361.0,Activa
31142,10696,18249,2023-08-17,867,3696000.0,2136288.0,En Gestión
31143,10696,18251,2023-10-17,806,23776960.0,12776153.0,Activa
31144,10696,18252,2023-11-17,775,28365499.0,14655508.0,En Gestión
31145,10696,18255,2024-02-17,683,11292000.0,5141624.0,Activa
31146,10696,18262,2024-09-17,470,17804000.0,5578587.0,En Gestión
31147,10696,18263,2024-10-17,440,34813080.0,10211837.0,Activa
31148,10696,18266,2025-01-17,348,21586500.0,5008068.0,En Gestión
31149,10696,18269,2025-04-17,258,11616000.0,1997952.0,Activa
31150,10696,18270,2025-05-17,228,11984320.0,1821617.0,Activa
31151,10696,18275,2025-10-17,75,16806000.0,840300.0,Activa
31152,10696,18276,2025-11-17,44,23153120.0,679158.0,Activa
31153,10712,18716,2024-07-17,532,833000.0,422475.0,Activa
31154,10712,18717,2024-08-17,501,1393824.0,665718.0,En Gestión
