id_gestion,id_mora,fecha_gestion,tipo_contacto
5050,89091,09-04-26,SMS
1614,85125,11-04-26,Visita Domiciliaria
8501,21602,09-04-26,Correo
6915,85207,10-04-26,Correo
5929,12633,10-04-26,Visita Domiciliaria
4909,45835,09-04-26,SMS
5272,62400,11-04-26,Visita Domiciliaria
4418,84712,09-04-26,Visita Domiciliaria
3396,72416,09-04-26,Llamada
1256,53034,10-04-26,Llamada
3209,93967,11-04-26,SMS
5892,78592,09-04-26,Llamada
8307,51139,10-04-26,Visita Domiciliaria
4178,43075,11-04-26,Correo
1687,53019,10-04-26,Llamada
4498,62799,09-04-26,Correo
9966,69936,09-04-26,Llamada
3480,49487,10-04-26,Visita Domiciliaria
2575,25038,09-04-26,SMS
3942,11489,11-04-26,Visita Domiciliaria
6113,46460,10-04-26,SMS
8325,95118,11-04-26,SMS
1027,41555,11-04-26,SMS
2673,38407,10-04-26,SMS
1132,47774,09-04-26,Llamada
3630,79728,11-04-26,Llamada
1240,77207,10-04-26,SMS
1959,88176,09-04-26,SMS
5442,92720,11-04-26,Llamada
6204,99924,09-04-26,SMS
1589,87467,09-04-26,Llamada
5665,31437,10-04-26,Visita Domiciliaria
2488,35049,10-04-26,Visita Domiciliaria
5915,90147,10-04-26,Llamada
4073,26483,11-04-26,SMS
6959,55814,11-04-26,SMS
6364,49974,11-04-26,SMS
3875,12749,11-04-26,Llamada
5543,72979,11-04-26,Llamada
6676,80226,09-04-26,SMS
4325,83391,11-04-26,Correo
8788,81590,10-04-26,Visita Domiciliaria
7424,81294,09-04-26,Llamada
2806,50462,11-04-26,Visita Domiciliaria
6697,83344,11-04-26,Visita Domiciliaria
3878,67601,09-04-26,Llamada
2087,92506,10-04-26,SMS
8759,44031,10-04-26,Correo
5359,86146,11-04-26,Llamada
1783,33025,09-04-26,SMS
5864,88140,10-04-26,SMS
4164,10831,11-04-26,SMS
3237,48057,11-04-26,Correo
3585,22852,11-04-26,Visita Domiciliaria
2931,46192,09-04-26,SMS
2154,96128,09-04-26,Visita Domiciliaria
7051,17526,10-04-26,Llamada
9169,41405,11-04-26,Llamada
8021,16255,09-04-26,Llamada
8148,83114,10-04-26,Correo
8408,81605,11-04-26,Visita Domiciliaria
5939,65729,09-04-26,Visita Domiciliaria
5260,90087,10-04-26,Correo
4302,76522,09-04-26,SMS
7045,48950,10-04-26,Correo
8115,95334,11-04-26,Correo
6419,10479,10-04-26,Correo
8168,74696,11-04-26,SMS
3617,63755,10-04-26,Llamada
6155,13294,09-04-26,SMS
1218,38776,11-04-26,Correo
9315,42040,09-04-26,SMS
6369,15852,09-04-26,SMS
2607,70567,11-04-26,Llamada
1072,10865,10-04-26,Correo
5166,14915,10-04-26,Correo
3611,78662,11-04-26,Correo
4529,64370,09-04-26,Correo
1293,95030,10-04-26,Correo
7642,28013,11-04-26,SMS
6318,44114,11-04-26,Llamada
4787,50555,09-04-26,SMS
2056,19136,10-04-26,Visita Domiciliaria
6134,90047,10-04-26,Llamada
2100,69708,10-04-26,SMS
5550,28482,11-04-26,Visita Domiciliaria
8856,48735,11-04-26,Correo
1677,67734,10-04-26,Correo
2784,58385,11-04-26,SMS
6892,20949,11-04-26,Visita Domiciliaria
3205,24615,09-04-26,Correo
6930,63505,11-04-26,SMS
3353,73982,10-04-26,Visita Domiciliaria
3688,86623,09-04-26,Correo
3671,92113,10-04-26,Visita Domiciliaria
6058,28842,09-04-26,Visita Domiciliaria
2020,97727,10-04-26,Llamada
7568,85613,10-04-26,Correo
4793,59972,10-04-26,Llamada
5216,19672,10-04-26,Visita Domiciliaria
8458,55288,11-04-26,Correo
1521,93168,09-04-26,Llamada
6545,84334,10-04-26,Correo
5621,39205,09-04-26,Correo
6743,18938,10-04-26,Correo
4308,35266,09-04-26,SMS
2356,57068,09-04-26,SMS
7588,34428,09-04-26,Visita Domiciliaria
6641,31829,09-04-26,Correo
1239,52582,09-04-26,Visita Domiciliaria
9764,47478,11-04-26,Correo
8897,11822,10-04-26,SMS
3641,45831,09-04-26,Llamada
2496,81572,09-04-26,SMS
3503,47093,11-04-26,Llamada
7577,86851,09-04-26,SMS
7891,29101,09-04-26,Visita Domiciliaria
8652,28134,11-04-26,Visita Domiciliaria
6531,32966,11-04-26,Llamada
8004,63530,10-04-26,Llamada
9497,20348,09-04-26,Correo
4041,66500,11-04-26,SMS
5888,85955,09-04-26,Llamada
9839,32675,11-04-26,SMS
8143,32570,10-04-26,Llamada
2820,80320,10-04-26,SMS
4019,10633,09-04-26,SMS
8959,54870,09-04-26,SMS
2544,94266,09-04-26,SMS
3446,52400,10-04-26,Correo
9107,87643,10-04-26,Correo
3485,13324,10-04-26,Correo
5524,82203,09-04-26,Correo
9679,58969,09-04-26,Visita Domiciliaria
7249,37290,10-04-26,Correo
2298,98768,11-04-26,Correo
1505,43443,11-04-26,Llamada
1686,32195,09-04-26,SMS
9012,56859,11-04-26,Correo
1602,84329,11-04-26,SMS
9847,80686,11-04-26,SMS
8412,48562,10-04-26,SMS
8618,94469,09-04-26,SMS
6404,23053,10-04-26,Llamada
2985,60322,09-04-26,Correo
3099,72629,11-04-26,Llamada
2642,34457,09-04-26,Llamada
2560,26042,09-04-26,Correo
1818,14273,10-04-26,SMS
9065,85373,09-04-26,SMS
3159,90138,10-04-26,Visita Domiciliaria
5013,80384,10-04-26,Visita Domiciliaria
4557,52495,09-04-26,SMS
7823,81263,11-04-26,Llamada
9369,78439,11-04-26,SMS
2243,84400,09-04-26,Llamada
4656,75759,11-04-26,Correo
5850,45188,10-04-26,Visita Domiciliaria
7378,41324,10-04-26,Visita Domiciliaria
4386,72980,10-04-26,Llamada
7473,49420,11-04-26,SMS
8041,30741,09-04-26,Visita Domiciliaria
2638,17657,09-04-26,SMS
6494,85234,09-04-26,SMS
3495,20761,10-04-26,Llamada
6051,15620,09-04-26,Correo
5475,42173,09-04-26,Llamada
8907,39777,11-04-26,Correo
4766,58745,11-04-26,Visita Domiciliaria
5869,89461,11-04-26,Llamada
9898,96370,11-04-26,SMS
3690,57875,09-04-26,SMS
4115,73430,11-04-26,Visita Domiciliaria
6406,71382,11-04-26,SMS
8701,42046,11-04-26,Visita Domiciliaria
3816,35945,11-04-26,Visita Domiciliaria
1569,19774,10-04-26,Llamada
3176,51446,11-04-26,Llamada
9794,54513,10-04-26,SMS
4328,41231,10-04-26,SMS
7736,85629,09-04-26,Llamada
6467,83134,11-04-26,Visita Domiciliaria
4842,95851,09-04-26,Llamada
9547,82534,10-04-26,Visita Domiciliaria
8255,38644,11-04-26,Visita Domiciliaria
9407,49993,10-04-26,Llamada
1895,55047,11-04-26,Llamada
7944,86840,09-04-26,Visita Domiciliaria
7490,69085,09-04-26,Llamada
4118,57062,10-04-26,SMS
6283,31835,11-04-26,Correo
8456,12908,11-04-26,SMS
6025,69524,10-04-26,SMS
2479,95988,10-04-26,SMS
5188,19354,09-04-26,Visita Domiciliaria
4292,30944,09-04-26,Visita Domiciliaria
1144,24315,10-04-26,SMS
4590,38359,09-04-26,Visita Domiciliaria
7865,88980,09-04-26,Visita Domiciliaria
3847,86978,10-04-26,Visita Domiciliaria
2805,60083,10-04-26,SMS
5340,89065,10-04-26,Visita Domiciliaria
3174,99780,11-04-26,Correo
7970,30477,10-04-26,SMS
8905,17542,09-04-26,Correo
7689,31204,11-04-26,SMS
4400,71575,11-04-26,SMS
3457,65682,09-04-26,Llamada
5730,86570,11-04-26,Llamada
9037,18466,10-04-26,SMS
2769,46980,09-04-26,SMS
5979,37835,10-04-26,Correo
5025,93865,11-04-26,Correo
2213,40104,11-04-26,Visita Domiciliaria
1020,42737,11-04-26,Correo
4977,83340,10-04-26,Llamada
2627,94138,11-04-26,Correo
7394,90346,11-04-26,Correo
1015,89588,09-04-26,SMS
3308,59335,11-04-26,Correo
7781,16535,11-04-26,Llamada
6322,41042,09-04-26,Correo
3194,25861,11-04-26,Llamada
8646,93779,09-04-26,SMS
7154,14121,09-04-26,Correo
5026,79854,09-04-26,Llamada
4771,11563,09-04-26,Visita Domiciliaria
9997,60384,09-04-26,SMS
3184,23646,11-04-26,Visita Domiciliaria
2082,95990,10-04-26,Correo
8181,73769,10-04-26,SMS
1038,51694,11-04-26,Llamada
6709,49055,10-04-26,Llamada
3247,84377,09-04-26,Llamada
2287,75836,10-04-26,Llamada
2617,53609,10-04-26,Correo
7466,78308,10-04-26,SMS
5305,51334,10-04-26,Visita Domiciliaria
4351,50779,09-04-26,Correo
8847,59858,11-04-26,SMS
5854,12154,11-04-26,SMS
2099,82677,09-04-26,Correo
5102,94376,10-04-26,SMS
3996,15764,09-04-26,SMS
4479,34491,10-04-26,Correo
1766,55927,09-04-26,Llamada
9217,26762,10-04-26,Correo
3087,49882,11-04-26,Visita Domiciliaria
7065,36487,11-04-26,SMS
4354,58048,11-04-26,Visita Domiciliaria
9499,63370,09-04-26,Correo
9784,95622,10-04-26,Correo
8462,37130,11-04-26,Correo
8572,92498,10-04-26,Correo
2902,49157,10-04-26,Visita Domiciliaria
9175,82830,11-04-26,SMS
3797,12190,09-04-26,Correo
2187,60402,10-04-26,SMS
3949,47267,11-04-26,Llamada
2291,90407,10-04-26,SMS
6661,31027,11-04-26,Visita Domiciliaria
2562,68548,11-04-26,SMS
2839,88785,10-04-26,Llamada
6998,95986,11-04-26,Llamada
2801,66990,11-04-26,Llamada
3219,13689,09-04-26,Llamada
3821,76778,11-04-26,Llamada
6926,20378,11-04-26,Visita Domiciliaria
8985,33595,11-04-26,Correo
1623,16549,10-04-26,Llamada
4567,14887,10-04-26,Llamada
4900,85458,10-04-26,SMS
6635,85429,10-04-26,Correo
9119,37083,11-04-26,Llamada
8146,84762,10-04-26,Visita Domiciliaria
5233,92261,09-04-26,SMS
6581,61298,10-04-26,Visita Domiciliaria
9871,93856,11-04-26,Correo
6602,76268,09-04-26,Correo
4938,44450,11-04-26,SMS
1794,83973,10-04-26,Llamada
8122,28227,09-04-26,Llamada
4933,61108,11-04-26,Correo
8669,35455,09-04-26,SMS
3137,81814,11-04-26,Correo
8245,84386,10-04-26,Llamada
3394,26319,10-04-26,Correo
6613,17777,09-04-26,SMS
9020,10933,09-04-26,Visita Domiciliaria
8407,87447,10-04-26,SMS
2459,78519,10-04-26,SMS
6523,74281,10-04-26,Visita Domiciliaria
2786,94051,09-04-26,Llamada
9073,18576,09-04-26,Visita Domiciliaria
6869,82259,10-04-26,Visita Domiciliaria
6486,33060,09-04-26,Llamada
4735,49146,10-04-26,Llamada
9269,22843,09-04-26,SMS
1103,11074,09-04-26,Visita Domiciliaria
6870,86581,09-04-26,SMS
9901,72214,10-04-26,Visita Domiciliaria
8365,10194,10-04-26,Visita Domiciliaria
6856,85160,09-04-26,Correo
7569,50405,09-04-26,Visita Domiciliaria
8227,71603,09-04-26,Correo
2665,51045,09-04-26,Visita Domiciliaria
4702,48516,10-04-26,SMS
4663,74031,09-04-26,Visita Domiciliaria
1809,44246,11-04-26,Llamada
7554,29187,09-04-26,Llamada
4373,86645,09-04-26,Correo
2137,93069,11-04-26,SMS
8942,10844,09-04-26,Visita Domiciliaria
1078,43184,11-04-26,Correo
4282,33195,09-04-26,Llamada
1862,59267,11-04-26,Llamada
2814,28486,10-04-26,Correo
1873,23661,11-04-26,Visita Domiciliaria
9736,38473,10-04-26,Llamada
1738,28050,10-04-26,Correo
2451,23522,10-04-26,Llamada
4056,89745,11-04-26,Correo
5944,44584,10-04-26,Visita Domiciliaria
1671,33975,10-04-26,SMS
5476,51548,09-04-26,Correo
2739,16382,11-04-26,Correo
8545,58053,11-04-26,SMS
4421,44262,09-04-26,Correo
6426,47064,10-04-26,SMS
4945,63038,11-04-26,Llamada
2719,55020,10-04-26,SMS
9231,42505,09-04-26,Llamada
6684,31768,09-04-26,Correo
7295,96729,11-04-26,Llamada
1093,62541,09-04-26,SMS
2941,67105,09-04-26,Llamada
8534,76405,11-04-26,Llamada
9673,77867,10-04-26,SMS
9728,93932,10-04-26,Visita Domiciliaria
6853,65387,10-04-26,Llamada
1408,34067,11-04-26,Llamada
3895,20946,11-04-26,Correo
2907,19123,10-04-26,Llamada
8266,65764,11-04-26,Visita Domiciliaria
3409,58514,09-04-26,Llamada
6595,78989,10-04-26,Llamada
3883,76821,10-04-26,Correo
1376,97518,11-04-26,SMS
4504,61021,09-04-26,Visita Domiciliaria
8406,86094,11-04-26,Visita Domiciliaria
7471,48871,10-04-26,Correo
5377,95322,11-04-26,SMS
8259,18635,11-04-26,Visita Domiciliaria
6840,41220,11-04-26,Correo
9920,65164,10-04-26,Correo
4915,62634,10-04-26,SMS
5046,94532,10-04-26,SMS
4146,17349,10-04-26,Llamada
2517,69537,10-04-26,Visita Domiciliaria
6063,49673,11-04-26,Visita Domiciliaria
6259,90800,09-04-26,Correo
1948,70131,10-04-26,Visita Domiciliaria
4256,29978,09-04-26,Llamada
3047,79102,10-04-26,Correo
1533,27286,09-04-26,Llamada
4274,27965,10-04-26,SMS
9143,54601,11-04-26,Llamada
7528,89726,11-04-26,Llamada
7881,53848,11-04-26,Visita Domiciliaria
4629,74795,09-04-26,Correo
6786,63708,11-04-26,Correo
3081,65781,09-04-26,SMS
9850,79954,10-04-26,Llamada
7972,63212,11-04-26,Llamada
2200,41957,11-04-26,Visita Domiciliaria
5675,27146,09-04-26,Visita Domiciliaria
6762,94816,11-04-26,Visita Domiciliaria
7619,17545,09-04-26,Correo
4454,24649,10-04-26,Llamada
7772,25795,11-04-26,Llamada
2439,38220,09-04-26,Llamada
1570,73660,09-04-26,Visita Domiciliaria
6226,38758,09-04-26,Llamada
1609,43486,11-04-26,SMS
1429,41534,11-04-26,Llamada
9124,51820,09-04-26,Visita Domiciliaria
6398,32880,09-04-26,Llamada
3069,18303,09-04-26,Llamada
2194,57022,10-04-26,Visita Domiciliaria
1167,23747,09-04-26,Visita Domiciliaria
2825,21408,10-04-26,Correo
2211,17311,10-04-26,Llamada
3604,88225,09-04-26,SMS
4135,56974,09-04-26,Visita Domiciliaria
9362,20714,09-04-26,Llamada
2105,62439,11-04-26,Correo
8483,94945,10-04-26,SMS
4140,64051,09-04-26,Llamada
4483,90391,11-04-26,Llamada
4035,95684,10-04-26,Correo
8178,22661,10-04-26,Llamada
3568,77701,11-04-26,Llamada
6209,12809,10-04-26,Visita Domiciliaria
6765,15374,10-04-26,Correo
9057,97606,11-04-26,Correo
1127,18884,11-04-26,Visita Domiciliaria
6499,45964,11-04-26,SMS
4974,12525,10-04-26,Llamada
7503,37787,11-04-26,Correo
2651,53003,11-04-26,Llamada
5214,59712,11-04-26,Correo
1044,72944,09-04-26,Llamada
4399,33648,09-04-26,SMS
3022,81113,11-04-26,Llamada
1184,42457,11-04-26,Visita Domiciliaria
6594,77120,09-04-26,SMS
1280,66349,11-04-26,Llamada
8204,30523,10-04-26,SMS
9617,77148,11-04-26,SMS
6855,82078,10-04-26,Llamada
3269,29662,09-04-26,Visita Domiciliaria
2997,60199,10-04-26,Correo
2023,84296,10-04-26,Correo
9626,47222,09-04-26,Visita Domiciliaria
2315,30892,11-04-26,SMS
4171,29222,10-04-26,Correo
3188,88408,09-04-26,SMS
5658,68052,11-04-26,SMS
7629,18029,11-04-26,Visita Domiciliaria
9775,68654,09-04-26,Visita Domiciliaria
7358,59786,09-04-26,Correo
4746,79725,09-04-26,Visita Domiciliaria
5201,31610,11-04-26,SMS
7816,86650,11-04-26,SMS
2107,50685,09-04-26,Visita Domiciliaria
6010,16700,10-04-26,SMS
5530,16304,11-04-26,SMS
1335,84297,10-04-26,Visita Domiciliaria
6132,16531,11-04-26,Correo
8103,98492,09-04-26,Llamada
6006,66473,10-04-26,Correo
4375,76513,09-04-26,Llamada
6598,93353,10-04-26,Correo
1928,65284,11-04-26,SMS
2706,80537,11-04-26,Llamada
3860,42070,10-04-26,SMS
6014,83267,10-04-26,Llamada
2057,32646,09-04-26,Visita Domiciliaria
3934,48986,10-04-26,SMS
4211,23981,09-04-26,SMS
6130,76861,09-04-26,Correo
4207,61655,10-04-26,SMS
6147,36114,09-04-26,SMS
5468,16585,11-04-26,SMS
7166,39544,10-04-26,Llamada
3356,79428,10-04-26,Llamada
4820,83117,10-04-26,Llamada
4816,37093,11-04-26,Correo
2151,94537,10-04-26,Correo
5661,58319,09-04-26,Correo
4370,59840,10-04-26,SMS
7461,72709,11-04-26,SMS
1368,15345,11-04-26,Correo
5163,95747,09-04-26,Correo
2262,31808,10-04-26,Llamada
3956,44651,10-04-26,Llamada
6658,83899,10-04-26,SMS
9548,15379,09-04-26,SMS
9388,66040,10-04-26,Llamada
3512,94738,09-04-26,SMS
7848,60961,10-04-26,Llamada
5904,82562,09-04-26,SMS
9268,72545,10-04-26,SMS
1512,51124,09-04-26,Visita Domiciliaria
5630,14252,09-04-26,SMS
9883,42523,11-04-26,Visita Domiciliaria
3063,93978,09-04-26,Llamada
7339,47067,11-04-26,Visita Domiciliaria
3496,44629,09-04-26,Llamada
8233,90908,10-04-26,SMS
5858,34257,11-04-26,SMS
5364,45492,09-04-26,Llamada
9780,47368,09-04-26,Llamada
2970,40767,11-04-26,Correo
3826,54697,10-04-26,SMS
1517,41896,11-04-26,Llamada
6905,84998,10-04-26,Visita Domiciliaria
9325,26127,10-04-26,Correo
3526,24970,11-04-26,Correo
9597,58382,10-04-26,Visita Domiciliaria
4565,63728,10-04-26,Visita Domiciliaria
5652,16811,10-04-26,Correo
8611,85819,11-04-26,SMS
7318,31897,09-04-26,Correo
4968,10215,09-04-26,Llamada
2452,11902,10-04-26,Correo
7634,24626,11-04-26,Correo
4254,91555,09-04-26,Llamada
7763,13719,11-04-26,Correo
9831,20165,11-04-26,SMS
4963,68613,11-04-26,Correo
7897,56636,09-04-26,SMS
4220,43374,10-04-26,Correo
9016,80358,09-04-26,Llamada
5022,44897,09-04-26,Visita Domiciliaria
3493,74240,10-04-26,SMS
6940,36458,09-04-26,SMS
2990,95071,09-04-26,Visita Domiciliaria
4781,39433,10-04-26,SMS
7148,54650,09-04-26,SMS
9593,56805,11-04-26,Visita Domiciliaria
9648,83164,11-04-26,Correo
2091,46709,10-04-26,Llamada
9740,60698,11-04-26,Visita Domiciliaria
5989,57601,09-04-26,SMS
5405,19349,11-04-26,Llamada
4693,70186,11-04-26,Correo
2465,63021,09-04-26,Llamada
9438,91199,09-04-26,Correo
6137,54158,11-04-26,Correo
7219,82728,10-04-26,SMS
3935,75328,11-04-26,Llamada
2192,58686,10-04-26,Visita Domiciliaria
7245,20875,09-04-26,SMS
2921,95649,11-04-26,Llamada
8358,15454,09-04-26,Llamada
6986,22341,09-04-26,Visita Domiciliaria
7722,54928,11-04-26,SMS
1717,98916,11-04-26,SMS
1261,24895,11-04-26,Correo
8973,10697,09-04-26,Visita Domiciliaria
7223,76863,11-04-26,Visita Domiciliaria
2585,60736,09-04-26,Llamada
4044,86695,09-04-26,Correo
5179,30346,11-04-26,Visita Domiciliaria
3193,98926,10-04-26,SMS
8718,45690,09-04-26,Llamada
5425,90195,09-04-26,SMS
5227,28167,09-04-26,Visita Domiciliaria
7630,18911,11-04-26,Llamada
1901,43842,11-04-26,Correo
6475,99698,09-04-26,SMS
3418,63121,09-04-26,Correo
6330,24996,09-04-26,Llamada
7252,63454,09-04-26,Correo
4647,65890,09-04-26,Visita Domiciliaria
7919,76556,10-04-26,Correo
1384,25642,09-04-26,Correo
5091,90178,10-04-26,Llamada
3907,59790,10-04-26,SMS
1171,82447,09-04-26,Llamada
4306,68848,10-04-26,Correo
5369,95431,10-04-26,SMS
5926,60885,09-04-26,Llamada
5801,68198,11-04-26,Correo
4722,51777,10-04-26,Correo
6579,49661,09-04-26,Visita Domiciliaria
7133,32211,11-04-26,Correo
3822,43883,09-04-26,SMS
2380,14672,11-04-26,Correo
7926,57856,10-04-26,Visita Domiciliaria
7571,77876,11-04-26,Correo
7555,77333,11-04-26,Llamada
7678,48379,10-04-26,Llamada
4892,13847,11-04-26,Correo
7396,93256,10-04-26,Visita Domiciliaria
1597,93636,10-04-26,Llamada
6280,20909,11-04-26,SMS
5537,13949,11-04-26,Visita Domiciliaria
6736,59817,10-04-26,Visita Domiciliaria
4832,67391,11-04-26,SMS
7307,67836,09-04-26,Llamada
4059,47458,11-04-26,Visita Domiciliaria
1380,91579,10-04-26,Correo
1952,15573,11-04-26,Visita Domiciliaria
2387,54972,09-04-26,Visita Domiciliaria
7266,67555,11-04-26,Visita Domiciliaria
9203,13225,10-04-26,Visita Domiciliaria
9425,83163,10-04-26,Llamada
9539,65426,09-04-26,Llamada
1466,25054,09-04-26,Llamada
6013,81321,10-04-26,Llamada
8427,96052,11-04-26,Visita Domiciliaria
6037,17276,11-04-26,Correo
8073,98930,09-04-26,Llamada
2589,93458,09-04-26,Correo
7075,47673,09-04-26,Visita Domiciliaria
7340,66039,09-04-26,Llamada
6564,31478,11-04-26,Llamada
8082,82680,11-04-26,Correo
4894,72820,09-04-26,Llamada
9974,51262,09-04-26,SMS
6979,75499,09-04-26,SMS
2968,74489,10-04-26,Llamada
5008,87512,11-04-26,SMS
2414,31349,09-04-26,Correo
3521,91714,11-04-26,Llamada
3229,48902,10-04-26,Correo
4069,50326,10-04-26,SMS
3333,82042,09-04-26,Llamada
6521,76181,09-04-26,Correo
7923,87542,09-04-26,SMS
5084,91896,10-04-26,Visita Domiciliaria
1647,55542,10-04-26,Llamada
2286,24043,09-04-26,Visita Domiciliaria
8396,50296,10-04-26,Correo
9880,72037,10-04-26,Visita Domiciliaria
6471,33854,11-04-26,Correo
7414,63025,10-04-26,Correo
6731,43395,10-04-26,Correo
6987,10331,11-04-26,Visita Domiciliaria
5085,82670,11-04-26,Llamada
8044,12533,11-04-26,Visita Domiciliaria
4276,91790,11-04-26,Correo
4691,72141,11-04-26,Llamada
4661,86272,11-04-26,Llamada
1529,29866,10-04-26,Correo
6069,94132,11-04-26,Llamada
3011,57777,11-04-26,SMS
5221,78222,10-04-26,Visita Domiciliaria
1000,48813,09-04-26,Visita Domiciliaria
5247,97936,10-04-26,Llamada
7553,67812,10-04-26,Visita Domiciliaria
5331,92231,09-04-26,Correo
8050,12031,11-04-26,Visita Domiciliaria
5296,33725,11-04-26,SMS
1591,11267,10-04-26,SMS
7234,69197,11-04-26,Llamada
7965,74372,11-04-26,Visita Domiciliaria
3799,49096,10-04-26,Correo
5703,26952,09-04-26,SMS
6136,85881,11-04-26,Visita Domiciliaria
1558,13876,10-04-26,Llamada
4410,80242,10-04-26,Correo
3618,10846,10-04-26,Correo
1142,34188,10-04-26,Correo
7457,93352,09-04-26,Visita Domiciliaria
5607,91200,10-04-26,Visita Domiciliaria
6473,46772,09-04-26,SMS
7314,47265,09-04-26,Correo
6191,88591,09-04-26,Visita Domiciliaria
3098,49188,09-04-26,SMS
3059,14268,10-04-26,Correo
7063,85855,11-04-26,Llamada
3470,75385,09-04-26,Visita Domiciliaria
6198,24103,11-04-26,SMS
2998,94558,09-04-26,SMS
7863,25557,10-04-26,SMS
8106,80864,11-04-26,Llamada
4511,74062,09-04-26,Visita Domiciliaria
7161,28307,11-04-26,Visita Domiciliaria
8970,58279,09-04-26,Correo
8703,36874,11-04-26,Visita Domiciliaria
8522,46933,11-04-26,SMS
8555,71574,10-04-26,Llamada
3647,59479,09-04-26,Visita Domiciliaria
4263,66079,09-04-26,Visita Domiciliaria
6243,95488,09-04-26,Visita Domiciliaria
9064,18686,09-04-26,SMS
1663,45009,10-04-26,Correo
1393,78568,10-04-26,SMS
6795,56414,10-04-26,Visita Domiciliaria
6218,48457,11-04-26,Llamada
1173,37996,11-04-26,SMS
7453,63890,09-04-26,Correo
7936,67053,09-04-26,Visita Domiciliaria
8046,95775,11-04-26,SMS
1075,61008,09-04-26,Llamada
8638,13881,11-04-26,Correo
2041,10200,09-04-26,SMS
5336,65946,10-04-26,SMS
8336,22023,10-04-26,Visita Domiciliaria
2996,70100,09-04-26,Correo
4347,70087,11-04-26,Llamada
7425,74531,09-04-26,Llamada
5043,45331,10-04-26,Visita Domiciliaria
8269,93114,09-04-26,Correo
3650,57529,10-04-26,SMS
6561,51498,09-04-26,Correo
7238,56875,09-04-26,Correo
1666,14298,09-04-26,Correo
2305,60871,10-04-26,Visita Domiciliaria
5848,19177,11-04-26,Visita Domiciliaria
2175,63770,09-04-26,SMS
8569,92754,10-04-26,Correo
3967,68735,09-04-26,Llamada
7122,26158,11-04-26,Llamada
6381,69970,11-04-26,SMS
8228,92958,09-04-26,Visita Domiciliaria
4104,97496,10-04-26,Llamada
5496,65782,11-04-26,Correo
7858,72949,09-04-26,Llamada
6978,53182,09-04-26,Correo
4553,92058,11-04-26,Correo
9249,90427,10-04-26,Llamada
8784,48371,10-04-26,Correo
9600,96625,11-04-26,Correo
2450,60498,09-04-26,SMS
9795,36966,10-04-26,Visita Domiciliaria
3032,39111,09-04-26,Llamada
2873,31711,10-04-26,Visita Domiciliaria
2342,82861,09-04-26,Visita Domiciliaria
6659,18297,09-04-26,Llamada
5023,33935,11-04-26,SMS
9907,94669,10-04-26,Visita Domiciliaria
3515,22744,10-04-26,Llamada
2382,58259,09-04-26,Correo
6833,30187,11-04-26,Correo
1544,88601,09-04-26,Llamada
5230,30228,09-04-26,Correo
1279,35716,11-04-26,SMS
1934,89519,10-04-26,Correo
7050,14628,10-04-26,Visita Domiciliaria
7836,58663,10-04-26,Correo
8037,19369,09-04-26,Llamada
5527,47716,09-04-26,Correo
5969,17532,09-04-26,Visita Domiciliaria
3129,42452,09-04-26,Visita Domiciliaria
6996,24974,09-04-26,Llamada
2987,23829,10-04-26,Llamada
8667,15391,11-04-26,Llamada
5826,23441,11-04-26,Visita Domiciliaria
3066,55190,11-04-26,Llamada
8252,12362,09-04-26,Correo
6895,59885,10-04-26,Visita Domiciliaria
3931,76910,10-04-26,SMS
6018,97117,10-04-26,SMS
7799,73278,09-04-26,SMS
5439,64945,09-04-26,SMS
4983,90448,11-04-26,Llamada
5270,73914,11-04-26,Visita Domiciliaria
4865,53736,10-04-26,Visita Domiciliaria
2878,51409,09-04-26,Llamada
5076,14044,09-04-26,Llamada
5231,44807,11-04-26,Visita Domiciliaria
7520,61131,09-04-26,SMS
2340,43955,11-04-26,Llamada
8414,31411,11-04-26,Correo
4563,45885,09-04-26,Llamada
6993,23552,09-04-26,Correo
3627,84357,10-04-26,Visita Domiciliaria
1109,31357,10-04-26,Visita Domiciliaria
9045,58800,10-04-26,Visita Domiciliaria
8090,85296,09-04-26,Llamada
3640,92173,10-04-26,Visita Domiciliaria
4132,23953,11-04-26,SMS
3706,59317,11-04-26,Correo
6723,23938,11-04-26,Correo
3665,44382,10-04-26,SMS
2306,64779,09-04-26,SMS
4759,24065,10-04-26,SMS
5345,70610,09-04-26,Llamada
2290,78967,10-04-26,Visita Domiciliaria
7657,34705,09-04-26,Visita Domiciliaria
1092,71658,10-04-26,Visita Domiciliaria
4952,39591,10-04-26,Correo
8038,32887,11-04-26,SMS
7085,80618,11-04-26,Visita Domiciliaria
7162,65734,10-04-26,SMS
4396,50891,10-04-26,SMS
9968,41916,09-04-26,Llamada
5074,41733,09-04-26,SMS
7914,59730,11-04-26,Llamada
7987,68365,10-04-26,Visita Domiciliaria
5138,29807,11-04-26,Correo
5344,94248,11-04-26,Correo
6995,83489,10-04-26,Correo
4314,76923,11-04-26,Visita Domiciliaria
4991,40512,09-04-26,Llamada
7021,73633,10-04-26,Visita Domiciliaria
2150,11890,10-04-26,Correo
1748,79567,11-04-26,Visita Domiciliaria
5966,31058,10-04-26,SMS
5177,97432,10-04-26,Llamada
1644,23569,11-04-26,SMS
8953,56797,10-04-26,Llamada
2127,69056,11-04-26,Visita Domiciliaria
7305,87023,11-04-26,Visita Domiciliaria
4491,38944,11-04-26,Llamada
9698,64188,10-04-26,Visita Domiciliaria
