id_Mora,id_producto_activo,fecha_inicio_mora,capital_vencido,interes_mora,estado_mora
19238,72657,10-04-26,1100426.6390597054,7455596.265414921,Liquidada
31800,28565,07-04-26,3259583.0460220003,38320674.42742,Liquidada
23696,94968,01-04-26,586761.8262394301,7291230.8513332205,Liquidada
96520,78873,02-04-26,15473549.9094264,69148241.57172,En gestion
45474,29851,09-04-26,847215.0957092,10074554.995860001,Activa
95203,51983,02-04-26,2140964.46214,23206674.27,En gestion
16801,78184,08-04-26,5973514.80862,31764172.678000003,Liquidada
26957,29135,01-04-26,4854439.812911197,47500070.303982854,Liquidada
63824,53726,31-03-26,1460771.15013,16336727.649,Liquidada
51242,93398,04-04-26,3316828.402984355,28379280.493224002,Liquidada
95637,69440,04-04-26,18905203.72496795,257843264.52607504,En gestion
33836,43049,09-04-26,1565584.451781661,13941516.97750023,Liquidada
40326,94609,02-04-26,13947945.181261,82979311.12356,Activa
90741,14706,02-04-26,5279449.952793865,68441581.6249572,Liquidada
53098,69591,11-04-26,1153980.34384,13729977.228,Liquidada
98318,27621,01-04-26,213169.714762,2165723.0441,En gestion
59717,44592,02-04-26,1688909.9910869,22525236.30397,Liquidada
29774,97819,07-04-26,11114728.633681498,126668484.08759998,Activa
52262,99596,31-03-26,5707550.702162825,65671537.52332446,Liquidada
20194,25740,10-04-26,163488.155324,388045.2728,Liquidada
36346,56642,06-04-26,14257218.670209,105437374.9858,Liquidada
64382,99946,10-04-26,16916334.561996,162122760.24600002,En gestion
24542,84204,05-04-26,14262241.83072,81712596.9108,Activa
36855,88406,04-04-26,3627080.518818094,25113857.1587736,Liquidada
93335,52349,01-04-26,25803045.330323,63780387.634207994,En gestion
14313,13397,10-04-26,16822665.670360804,215013723.10704002,Liquidada
57669,85219,06-04-26,1255598.1124999998,11320313.129999999,Activa
47168,17428,02-04-26,6579753.632055817,40045243.95989017,Liquidada
14549,68035,04-04-26,9199749.90399514,50435177.15992709,Liquidada
63432,47945,08-04-26,4505316.406428231,45880106.635296,Liquidada
60953,12619,04-04-26,3668797.07608426,35061618.5854305,Liquidada
28038,15012,04-04-26,1616387.7908500002,20990284.321,Activa
26392,41966,10-04-26,6820924.060400001,55466854.95600001,Activa
80058,81560,09-04-26,32454.854799008,120681.72933300001,En gestion
67610,16930,02-04-26,409205.0922587408,5395070.945101439,Liquidada
81468,69465,04-04-26,6577615.057900999,56782777.066759996,En gestion
87620,98324,31-03-26,24170.934004852505,327118.97708875,Liquidada
41891,51027,09-04-26,10734213.621905,143662804.4315,Liquidada
68433,43515,01-04-26,16130935.080822,13981967.471600002,En gestion
20093,28598,01-04-26,21435300.00893098,238366733.13721177,Liquidada
48193,15113,06-04-26,124398.7397325366,754358.807236593,Liquidada
99677,26379,05-04-26,2334069.2894200003,29827393.655999996,Activa
53776,36774,07-04-26,9938555.676442,134878283.0764,Activa
24240,89036,10-04-26,6208148.9732766,71559912.12894,En gestion
47856,10106,08-04-26,11349894.533085724,70487978.727658,En gestion
48546,42238,02-04-26,7264381.431425781,86488547.630484,Activa
48831,62883,03-04-26,1663677.306947735,18105315.3430083,Activa
22396,60787,09-04-26,6237451.775898052,85347209.13957389,Activa
59038,98211,02-04-26,3167386.5331008527,26929030.5296618,Activa
60401,77603,06-04-26,8353011.829078233,81283959.8401215,En gestion
96603,36107,04-04-26,9156862.603984,89275545.64389999,En gestion
71158,17723,07-04-26,5556558.930273315,35344786.026940435,En gestion
51897,83254,05-04-26,3945014.48275,34298716.025,En gestion
66758,90916,01-04-26,12046894.742645,150146143.11020002,En gestion
31646,85713,03-04-26,15663258.386733998,131304614.72399998,En gestion
92694,32005,07-04-26,646800.4869104499,7300718.280789999,Liquidada
68066,12656,05-04-26,35187714.23514,70741331.9112,Activa
84814,79021,05-04-26,1178679.32595,4373019.822000001,En gestion
48072,78077,07-04-26,8732203.969056,43485908.783199996,En gestion
49466,87025,07-04-26,5069194.823217049,59276066.842014,Liquidada
42897,61341,10-04-26,89124592.08806,63672551.025000006,Activa
91166,81028,08-04-26,1647016.4692124,16209632.538186,En gestion
46066,67390,03-04-26,4406658.17332,29620914.1998,En gestion
60616,26140,31-03-26,888316.8803320001,8979084.357199999,Liquidada
55335,86858,01-04-26,6277042.213209316,42240965.327738285,En gestion
98023,47862,31-03-26,6103351.246774675,53513983.2446964,En gestion
52071,68791,03-04-26,2015619.84443,23966135.4195,Liquidada
70011,10739,05-04-26,1691170.3218772002,16636833.786199998,En gestion
91687,30468,06-04-26,132359.44027070215,1436856.8619730081,Liquidada
34128,14743,03-04-26,10193967.75874881,21101882.54076,Activa
66295,80809,04-04-26,3549558.26117727,39421132.333182,En gestion
46094,81723,09-04-26,15738139.9723492,100822037.2288,En gestion
75942,39050,02-04-26,13423997.496296,149426705.7206,Liquidada
95978,87260,10-04-26,6122639.817983785,71014509.17418884,Liquidada
40976,62364,31-03-26,4204643.8037498,56491579.50777,Activa
52233,56470,10-04-26,454984.6409348,4916912.53692,Activa
21776,47282,03-04-26,26098726.76262,40054588.731,En gestion
68026,93962,02-04-26,2400119.3163216,24121206.9956,Liquidada
21035,23135,08-04-26,8253613.398340001,110558822.3138,Liquidada
84927,43456,08-04-26,6109873.93886137,6157193.104188,En gestion
51823,57004,08-04-26,76467787.14678538,235238741.0517808,Liquidada
47410,78879,01-04-26,1898344.82568,13333805.483,Liquidada
62845,50651,10-04-26,4813528.459899999,46416167.2485,En gestion
12204,50096,02-04-26,41368153.41731,122783705.79500002,Activa
81563,54322,01-04-26,1107459.23267118,12552076.299024,Activa
98070,74857,08-04-26,7009518.312934531,87248427.977791,Activa
70237,20950,11-04-26,4499769.664245796,53022946.55406567,Liquidada
98991,12136,31-03-26,1347032.9187753391,14747130.72992785,Liquidada
24541,35961,06-04-26,2638500.211615635,33676221.810242005,Liquidada
88664,78745,05-04-26,3187352.154200292,36083525.607419975,Activa
14506,75640,11-04-26,1788076.95507264,22275818.597472,Liquidada
68456,64216,07-04-26,8180411.26193576,90003879.524276,En gestion
85621,70615,09-04-26,154904.911622,2071670.9821000001,Activa
87419,45394,05-04-26,455194.6225195561,5773577.28779334,Activa
38503,59068,10-04-26,471021.5105578,6214489.058367,Liquidada
68336,39115,10-04-26,3398833.3111526,31869652.944779996,Liquidada
97044,88290,04-04-26,19165939.77575244,137405628.5347139,Activa
77635,54108,06-04-26,6203638.73118,43271925.546000004,Activa
65936,71887,05-04-26,50699090.02772362,246710900.38284,En gestion
88679,49423,31-03-26,3306685.211595,34249267.317999996,Liquidada
91887,89836,01-04-26,22356289.648632005,236012489.07948005,Activa
80766,88255,07-04-26,11617244.239884,5292850.710299999,En gestion
35972,36692,04-04-26,11550166.32573332,154714885.7359998,Liquidada
51737,62955,07-04-26,1088707.164888,8079713.54896,Liquidada
52175,90030,05-04-26,16487.8495135,116514.13263300002,Liquidada
32409,14543,04-04-26,969374.558635948,10800747.429539219,Liquidada
66843,53946,09-04-26,3846464.375606,47212059.3336,Liquidada
49306,40876,31-03-26,4320428.387394,10980490.76091,Liquidada
60554,10564,11-04-26,7347.153678267421,56625.48220472001,Liquidada
76013,92075,11-04-26,3277982.6667821403,42978843.677090995,Liquidada
88685,50821,01-04-26,5340983.73018,48894864.69,Activa
25658,34397,11-04-26,10752176.45939916,66172110.703039,Liquidada
42108,11274,06-04-26,1070573.7151871785,5486143.79690515,Liquidada
37052,67848,08-04-26,10425535.49828338,117039237.70878075,Liquidada
26037,63713,07-04-26,2554079.09064642,16054041.513479998,Liquidada
45655,65393,01-04-26,20168446.94691928,194809679.70937786,En gestion
43731,61497,10-04-26,9876107.4782603,125456092.88699,En gestion
81275,63378,08-04-26,2744423.7992016003,34134855.142400004,En gestion
30274,83503,05-04-26,80401374.1408539,67570559.95016901,En gestion
38937,30970,06-04-26,1056924.6939601244,8942818.12271408,Activa
64322,29386,05-04-26,3048720.250849156,27082099.67046864,Activa
33866,25594,09-04-26,185290.028434,1979463.03708,En gestion
96631,80187,03-04-26,932188.0042337,8583470.40078,Activa
18602,91858,05-04-26,10041470.03277475,131089687.12875,En gestion
53705,87616,06-04-26,10331391.253471809,134097014.127373,En gestion
79873,25926,09-04-26,3178504.5185310687,35645876.809440956,Liquidada
53405,51855,10-04-26,10260351.68826224,110953635.87812015,En gestion
74643,70641,08-04-26,9760314.76868,45011160.341000006,En gestion
37441,49521,02-04-26,1220684.36034,14515039.370000001,Liquidada
86752,54711,08-04-26,5380385.451862289,35089470.33723663,Activa
75815,15439,06-04-26,1047026.68275954,12982315.857696999,Activa
20180,77417,10-04-26,2235806.913128368,26972632.711747196,En gestion
68161,21166,10-04-26,1588733.4773704,21464937.560556,Activa
45958,83853,06-04-26,19524066.56194,194135827.626,Activa
46445,90936,05-04-26,2626884.8528,21093201.792,Liquidada
23458,82312,09-04-26,807259.0280287999,6295946.7928,Liquidada
86248,48246,06-04-26,4271050.284781464,39086067.70961088,Liquidada
74873,87944,11-04-26,3767039.4012729935,30096890.0348752,Liquidada
41185,49414,09-04-26,116969.758993632,1240096.1680224,En gestion
67358,97450,04-04-26,7815659.83096,106165156.944,Activa
11553,19902,08-04-26,7920081.901854999,104440640.486,Liquidada
55213,28567,07-04-26,813604.878987464,6141951.1126012,En gestion
14492,51110,31-03-26,3958795.058251804,37346018.708530396,En gestion
75054,16304,11-04-26,5857663.758869119,38345880.169535995,En gestion
40727,55961,04-04-26,1377675.443857972,8454399.6924856,En gestion
65858,71765,07-04-26,6142474.0048311,22833788.53106,En gestion
23070,67992,08-04-26,8614088.068138,82474978.8114,En gestion
72556,84613,04-04-26,47465.753662400006,607872.0158400001,Liquidada
17581,76738,11-04-26,3233939.0057314807,33284299.97430835,En gestion
79826,26038,03-04-26,5327683.90775,1872465.3,Liquidada
80848,54160,08-04-26,5696944.82366,65476509.102000006,En gestion
45620,61355,06-04-26,137053.8763102288,812121.38807294,En gestion
13662,57726,10-04-26,3975833.46773,17570429.649,Liquidada
17916,25203,09-04-26,2430350.72774,4657466.561,Activa
74202,91716,06-04-26,26837665.52403317,234190260.85655698,En gestion
84789,79877,04-04-26,9499200.6229128,127879562.63939999,Activa
85615,23923,06-04-26,4632568.21718622,17059261.158268,En gestion
93230,30556,03-04-26,1222156.12666,5966755.480999999,Activa
79698,98502,06-04-26,752679.19841,5230035.9059999995,En gestion
91997,12108,03-04-26,2867848.69883859,31893696.431904,Liquidada
61051,13599,05-04-26,116596.579836,879055.1772,Liquidada
26561,18979,07-04-26,6738445.890481,18627849.273665883,Liquidada
27618,62666,07-04-26,12546563.7247,158809409.79200003,En gestion
59046,50910,01-04-26,255850.4124739,2807661.76481,En gestion
87493,11562,08-04-26,1377383.8748612276,17561514.573216118,Liquidada
93007,69988,02-04-26,1831126.33736,14268516.908000002,Liquidada
86582,55928,02-04-26,1571416.41938,6494947.308,En gestion
73670,36641,07-04-26,4760311.41849884,33386110.766595997,En gestion
53857,88486,05-04-26,9042327.739934327,55420029.5024774,Activa
10686,80057,09-04-26,4019423.70312,51899396.607999995,Liquidada
19883,93624,04-04-26,12709770.4071048,51713955.71256,En gestion
63597,77691,02-04-26,6850228.62936,29163466.17,Activa
30175,76907,05-04-26,2070889.881511,22200316.75802,Activa
16837,16721,10-04-26,216835.985,2432968.536,Activa
93734,32621,11-04-26,3371325.8364300006,37191737.722,Liquidada
65337,78628,03-04-26,21950877.3533,226993573.58799997,Activa
21606,38605,04-04-26,56382.61366502,732810.583521,En gestion
21920,88713,02-04-26,251789.57285991,3247060.0903859995,Liquidada
50632,99172,09-04-26,787283.63831,9703531.704,Activa
13993,78802,05-04-26,59325708.1278,268910113.55,Activa
50470,10774,09-04-26,16084775.863057474,197333370.30863157,Activa
76432,63503,10-04-26,5243607.73545,34663625.366,Activa
50611,64950,11-04-26,7995082.74012199,106535263.11021827,En gestion
58802,94642,07-04-26,3075717.63532532,17037953.462292,En gestion
76070,28715,06-04-26,1803612.01991071,20492224.904591996,Liquidada
76596,65117,07-04-26,210434.43441787505,1663454.1133125,Activa
97776,32284,08-04-26,4641372.755310106,64054549.52585303,En gestion
42832,80831,05-04-26,2008290.7185795305,21804394.779710002,Liquidada
80955,12843,03-04-26,1661891.6570954,8909858.826809999,En gestion
21286,91071,07-04-26,6822537.6204,56935196.405999996,Activa
99125,28349,11-04-26,65186.38242,672865.38,Activa
96969,25144,02-04-26,77415416.35061333,200979253.67983696,En gestion
29606,90360,03-04-26,3879654.527188,50374242.8584,En gestion
16842,27475,06-04-26,1370499.3145476,17082856.359240003,Liquidada
18663,45640,07-04-26,216266.67,2840000.0,En gestion
96340,97005,03-04-26,1360011.16162,16747009.803,En gestion
62603,20392,04-04-26,913937.9928978,11230454.256790001,Liquidada
54370,76223,09-04-26,827150.4344400001,8663364.966599999,Activa
14098,86766,09-04-26,9484427.32936,121019132.20799999,Activa
42680,82718,11-04-26,1012198.42898244,11489160.1732084,Activa
38919,58105,10-04-26,7683434.038729999,75077214.051,Activa
75560,52338,07-04-26,3660774.719318405,27025979.338534024,En gestion
25361,22158,08-04-26,1595346.7777282768,10432785.4446294,En gestion
49438,58701,08-04-26,2730213.559964,29929519.2962,Activa
30565,31458,06-04-26,5938957.292356,63134923.4604,Liquidada
32132,61481,10-04-26,3282590.5293743103,39664715.005731806,Liquidada
80458,14535,09-04-26,3453614.722047318,45895431.95011197,Activa
65306,23310,06-04-26,1222411.8646576614,5342513.6752769705,Activa
46598,84531,05-04-26,1141446.287121,13649443.059,Activa
87740,62516,04-04-26,552446.686462,2952438.6138000004,Activa
17739,86820,06-04-26,2406829.505262574,25806614.28849869,En gestion
66932,53026,31-03-26,477717.703468,2255999.0867999997,Activa
39613,92594,07-04-26,1295859.58945096,8325645.318266999,Activa
19629,13851,05-04-26,11044858.981853042,143134421.07614002,Liquidada
64462,32844,07-04-26,2950926.51612,36495194.868,Liquidada
40320,75843,04-04-26,7718716.723471,64550330.152065,En gestion
95845,79894,10-04-26,1274949.174985,8064794.786440001,Activa
36879,29884,01-04-26,20988680.79614,213766728.1024,En gestion
94054,53566,10-04-26,490535.95851052,5939820.662299,Activa
26098,67341,06-04-26,784376.4611869296,10735932.371849384,Activa
49330,76958,04-04-26,2214017.054843762,21318926.340401966,Liquidada
73949,26817,11-04-26,5691485.725421799,57745033.918840006,Activa
34954,87327,07-04-26,2475852.581056464,25527424.08426784,Activa
28054,28528,11-04-26,8840862.061215,120145451.53349999,En gestion
39798,25337,11-04-26,3308459.7364824284,39637585.29723642,Liquidada
98611,47372,11-04-26,516659.8476,4980098.664,En gestion
84417,10363,31-03-26,1752741.4806374682,14369884.9002156,En gestion
68294,43365,10-04-26,2647778.9055103944,21408913.82422364,Activa
55445,81329,10-04-26,14464525.204962274,19011424.141691133,En gestion
62183,31309,07-04-26,931570.2360866,11605452.40428,En gestion
17475,26998,02-04-26,2451613.782,27954304.6016,Liquidada
35280,59514,10-04-26,8235469.889095088,100849925.29688641,Liquidada
86545,41790,03-04-26,10872246.53728294,143635924.15522298,Activa
51305,23204,11-04-26,6613593.660316,77684944.7543,Liquidada
23882,77775,06-04-26,1031995.555598,13115862.833970001,En gestion
30322,47086,03-04-26,9713310.565438582,129217984.96266928,En gestion
13435,74136,06-04-26,5540997.338747998,9775930.370479,Activa
41136,52475,07-04-26,17773343.9508756,4369491.581,Liquidada
15843,39211,03-04-26,1907085.91801,20014050.053,Liquidada
60999,22006,07-04-26,1105806.305476875,11841158.35546875,Activa
49004,23116,01-04-26,2116267.69799,28013014.648000002,Activa
33673,38376,08-04-26,4441965.523172,50306728.54758,Liquidada
75111,49845,05-04-26,11995531.759616412,97503610.95088789,Liquidada
97570,19091,06-04-26,1538767.9008999998,19546952.970000003,En gestion
83153,49704,08-04-26,8541690.647024665,104753349.55536997,En gestion
81081,97733,09-04-26,2652994.2271,26111574.973,Activa
68225,54348,05-04-26,8917785.24298167,116373246.035409,Activa
50028,79746,02-04-26,1857308.790651228,22360033.8490282,Activa
17042,67869,11-04-26,677586.723465,7506873.628300001,Activa
91049,84516,05-04-26,371636.0985743944,4365837.728615916,Activa
42939,15965,10-04-26,313413.09438496,3768419.3157744003,Activa
75907,80286,02-04-26,10659451.651986135,141283468.30901212,En gestion
59008,16295,11-04-26,9394339.032248,21856541.751000002,En gestion
46385,84859,07-04-26,616640.052579583,8244798.99753896,En gestion
92819,31977,04-04-26,6050465.480024885,79845483.49472286,Liquidada
87460,16102,02-04-26,2353688.08274,31044067.494000003,En gestion
56289,38155,02-04-26,103073.162972,1056702.7955119999,En gestion
14777,35894,05-04-26,10126004.86532708,132284303.75053601,Liquidada
42047,83532,31-03-26,7566833.867999,70590195.6151,Liquidada
23475,30069,31-03-26,10275583.2826195,136299436.67025,Liquidada
11783,97102,07-04-26,9377314.4839158,105556646.64433,Liquidada
55692,77481,08-04-26,6270042.715568,72081802.34879999,Activa
26888,94484,10-04-26,2117461.9595392,27771080.84976,Liquidada
62950,74341,09-04-26,1325135.8511199998,17393073.775,En gestion
33646,33849,01-04-26,3927678.45163,44852827.863,Activa
89246,11050,09-04-26,374616.31861265,1813888.846385,Activa
32810,53329,02-04-26,12480280.0160486,162222735.249008,Activa
60846,61939,04-04-26,1308760.20352,16391090.848,En gestion
66060,66449,03-04-26,22076548.886318225,254510489.96687108,En gestion
79088,39445,02-04-26,3660667.9162,48553600.275,En gestion
78539,25693,06-04-26,4582575.922749819,59063568.033128,Activa
22347,44899,09-04-26,11674118.4841,136262046.17,Liquidada
19531,48463,11-04-26,10079561.915880851,98364765.76194026,En gestion
55096,41762,03-04-26,6020507.958483887,73095660.1952565,En gestion
88562,86508,09-04-26,183712.77818,2355292.0600000005,Activa
80710,75144,03-04-26,1856172.761232,20461204.518480003,Activa
44017,72747,01-04-26,593573.7131991701,7879918.905188999,En gestion
68875,35235,08-04-26,312350.021873,2605812.2025,En gestion
85901,33851,02-04-26,5879805.199512,61505131.51120001,Activa
29341,69545,01-04-26,2348446.050992,27556396.2765,En gestion
72295,33501,03-04-26,1359752.1540448,13694418.14764,Liquidada
88878,62843,10-04-26,19046141.02318,249183792.302,Liquidada
15702,35645,10-04-26,10929330.751031704,80188631.49855338,Liquidada
90613,98979,07-04-26,13019451.46136,177709384.60599998,En gestion
47851,99575,06-04-26,4680969.0758,26808713.31,Liquidada
55431,21409,01-04-26,6783437.62090979,88077821.3138075,Activa
43803,62260,01-04-26,4660809.6678266,32576490.870300002,Activa
99124,24307,11-04-26,2748783.67546,19530831.3819,En gestion
25404,58377,10-04-26,132409.0139234725,1222742.4965784498,Activa
55013,87373,10-04-26,6603520.570357,60838577.20160001,Activa
91237,35781,09-04-26,110248.685494,1222849.8932999999,En gestion
85637,52617,08-04-26,5374336.494449052,73577086.38688093,Activa
73697,32278,06-04-26,4880803.07606597,40131292.550804,Liquidada
69814,88276,03-04-26,1851685.81885588,20950397.814172998,Activa
88483,90349,02-04-26,2506532.50958,26050694.0937,Activa
25332,14576,01-04-26,2364688.81769944,10841168.52324,En gestion
83224,26287,02-04-26,3307506.83964,35456533.97,En gestion
43316,95794,07-04-26,7027605.25784692,90266093.10838899,Liquidada
13071,44905,11-04-26,1267825.9345556,11957598.37628,Activa
25955,84009,03-04-26,439712.9415070249,5300072.888224136,Liquidada
54078,94717,02-04-26,2226067.1483932,23904925.625898,Liquidada
40877,44694,01-04-26,3646589.9913719,6999213.043900001,En gestion
18154,50255,08-04-26,1208829.86444,14765297.567999998,En gestion
51279,96062,04-04-26,1518634.6361548807,11198012.973327816,Activa
11160,25789,07-04-26,19545260.116341487,124052178.40291244,Liquidada
10787,86227,07-04-26,2798767.868309,33642820.8837,Liquidada
18178,72980,05-04-26,944043.89689442,3444225.905772,En gestion
23828,79004,09-04-26,810313.1571432,10893715.92396,Liquidada
47037,78213,11-04-26,6150145.0913012,71859848.36283499,En gestion
68422,16645,02-04-26,10419615.786892513,133254366.56820674,Liquidada
38573,58035,02-04-26,973040.37137476,5257496.749197001,Liquidada
50738,71382,04-04-26,4702873.12025,38895470.4,En gestion
88222,31300,04-04-26,1834887.7502154,23089490.636520002,Liquidada
98500,33150,09-04-26,656505.872345,3095367.6204999997,Activa
80905,92388,08-04-26,2961420.500104922,32927687.820461947,Activa
63575,49869,05-04-26,11595.23479992444,109479.90492804401,Liquidada
14984,37065,08-04-26,13194094.555258002,175906607.9162,En gestion
40306,82561,05-04-26,6352534.563927014,80682505.72142377,En gestion
90237,53411,02-04-26,4682617.641311999,42169138.652399994,Liquidada
42702,30137,09-04-26,226269.7627644,2482643.01834,Liquidada
61831,11481,06-04-26,1979482.7966,25479381.248999998,Liquidada
93124,60356,07-04-26,44022809.06173841,28241365.442899402,Activa
71980,76736,06-04-26,16160307.318831056,49504442.389017,Liquidada
44291,39312,31-03-26,12534131.623091,161260217.5083,Liquidada
74692,51947,03-04-26,4648320.121048,27769474.821399998,Liquidada
56506,22567,02-04-26,9094318.4491418,118195389.8301,Liquidada
44527,53655,01-04-26,901306.3572829,8151861.72549,Liquidada
16016,79204,02-04-26,1200699.9000982998,13022542.981980002,Liquidada
88359,43998,10-04-26,3324398.759440348,44639503.287969716,Activa
45387,29021,01-04-26,3640636.232064961,41184966.405996,En gestion
57788,29031,10-04-26,13937675.095771056,18196727.27862132,Liquidada
35519,29442,03-04-26,2803673.5798524707,30765150.595127735,En gestion
39080,55588,06-04-26,610770.32666152,7311483.249922801,Activa
13516,11024,04-04-26,13574621.075131334,136285599.6797931,Liquidada
66953,11444,10-04-26,10953013.48732,142679271.25199997,En gestion
84370,48589,02-04-26,3689479.909203461,41649179.0234149,Activa
61466,60546,05-04-26,5229427.40870482,62425294.624396,Activa
51068,59814,11-04-26,1916963.3967,25155719.145,En gestion
57112,47073,05-04-26,1335648.86212,16702263.261999998,Liquidada
72570,90397,09-04-26,4857.681033241401,54839.33708253,Activa
26353,15268,05-04-26,699774.989638878,6517849.6962689,Activa
40026,43176,05-04-26,1099027.90444,9200622.188,Liquidada
12505,76106,01-04-26,3974330.49729455,29963621.625035,Liquidada
65206,60721,08-04-26,3501381.853035532,44356861.2569775,Activa
64484,69065,08-04-26,885887.3809123,11453926.8074,Activa
33383,13039,02-04-26,11363451.652428629,147462309.1900381,Liquidada
88692,14213,31-03-26,20382400.5411846,265470263.42893985,Liquidada
95489,42608,08-04-26,7167189.317804,93406601.66705999,Activa
55182,10548,09-04-26,5668214.40962775,71646938.125488,Activa
73140,12228,09-04-26,4993550.569425503,42339439.18046299,Activa
28640,77388,08-04-26,5399296.812,49228882.68,Liquidada
17939,80898,09-04-26,3482621.001856,40681944.47784,Liquidada
98350,46218,08-04-26,6145161.449936001,40444984.6752,En gestion
32751,71931,03-04-26,9485906.07656,37045550.348400004,En gestion
37607,43750,10-04-26,174394.35790608,624735.869098,Activa
32812,14737,05-04-26,648780.61812286,5887282.7751279995,En gestion
29209,48832,09-04-26,176905.46486642002,1332077.0229963,En gestion
50042,10077,08-04-26,10088659.021064,94425127.1808,En gestion
80550,97418,01-04-26,2058360.2652084,20886184.5896,En gestion
16042,42492,03-04-26,851588.9029204044,10215823.704034556,Activa
55472,36832,07-04-26,3146249.03902,9749432.349,Liquidada
31001,62899,01-04-26,480231.242817179,4218314.2084229,En gestion
86458,98070,10-04-26,1709852.3026047528,22925475.2708892,Liquidada
75213,72956,08-04-26,3935686.720725528,37434294.59790409,En gestion
77662,87155,06-04-26,1277275.8413600002,17162512.64,En gestion
61101,73005,06-04-26,6942283.10422,64106788.268999994,En gestion
55559,13044,02-04-26,3049251.5193,40950691.925000004,En gestion
15530,54891,05-04-26,2351788.4483155403,31350142.185021006,Liquidada
35217,17809,03-04-26,1162296.4841200002,11642272.111799998,En gestion
75541,96558,04-04-26,5734189.99904323,6944156.6926340405,Activa
64505,41975,09-04-26,861434.5567491441,9521190.658538502,En gestion
63668,78056,02-04-26,326810.33252,3384705.6759999995,En gestion
92464,28010,06-04-26,2322525.3661192125,26361344.63598817,Activa
89174,90738,09-04-26,9942676.859466,114529014.4272,Activa
33512,45372,08-04-26,533351.30067676,6391942.951955999,Activa
20819,87426,01-04-26,382145.11493,4869846.435,Liquidada
22007,37707,09-04-26,767664.66554,5719549.206,Liquidada
82841,66711,31-03-26,919592.5662738228,12312381.9440391,En gestion
24789,96517,05-04-26,1215295.2892516588,6514985.032198916,Activa
53837,49789,09-04-26,432461.612702,2017503.3956000002,Activa
51228,51072,11-04-26,954538.43502,10793991.666000001,Liquidada
24447,35265,02-04-26,4696723.295689849,12647990.48193902,Liquidada
83146,22397,10-04-26,1922615.066927,20656194.9331,Activa
83777,92976,11-04-26,25394913.18048312,330669550.0147205,Liquidada
43753,37895,31-03-26,5815178.912512571,60036354.718143,En gestion
68309,63088,08-04-26,7633034.87018,71099075.308,En gestion
74101,21389,06-04-26,3954897.04248116,46202476.35402,En gestion
31557,35314,04-04-26,2217104.72216377,28131123.863753,Activa
10709,31189,11-04-26,24608972.337580003,226940985.26369998,Activa
21344,27361,07-04-26,2102289.6312,19330650.768000003,En gestion
89055,14524,04-04-26,9606070.768891424,110148093.00151959,Activa
47631,15778,31-03-26,8807.612300445,43465.36741400001,Liquidada
47577,43073,02-04-26,363955.2813852093,1063734.0207781387,En gestion
23857,98894,03-04-26,4720469.53171871,26090650.235875003,En gestion
20104,19299,04-04-26,21001064.107486,210566224.80898002,Activa
63960,66839,03-04-26,11031074.6005349,125156949.7491,Liquidada
84564,33717,08-04-26,3147367.4908153987,12707335.103760898,Activa
68252,33441,07-04-26,9263532.164846256,18050027.880050883,Liquidada
38952,97106,03-04-26,2120529.8064686097,20837278.349881098,Liquidada
71473,76988,10-04-26,3518671.03680498,40624950.76272699,Activa
10657,65736,09-04-26,1694974.0061509442,11403095.3372912,Activa
86435,49926,31-03-26,116936.1919157,1041315.8719510001,Activa
70623,96985,02-04-26,4479262.297608607,49464609.159332335,Liquidada
40588,28284,11-04-26,9710825.314409398,119120400.96614099,Liquidada
58867,66940,08-04-26,3880135.3423302,37150232.039969996,En gestion
88064,42541,03-04-26,7249964.260062,42272685.0318,En gestion
22536,57177,07-04-26,8276744.222399999,109894024.68599999,Liquidada
48026,72880,31-03-26,51057423.9448884,141155331.25098,En gestion
76538,93255,10-04-26,2006349.1937324,23906850.15936,Liquidada
98163,51822,05-04-26,7360025.0023743,75273515.63686,Liquidada
97355,26776,11-04-26,1945673.4037305408,24394514.834153898,Activa
39161,19243,03-04-26,293357.2105,2958255.8619999997,En gestion
91016,29920,08-04-26,19021520.7016126,63177668.937259994,En gestion
59376,43658,10-04-26,1877519.14456,21114502.819199998,Activa
94413,35848,02-04-26,25064.63364,258115.572,En gestion
84532,59876,31-03-26,7453940.1478259,80487083.4053,En gestion
87971,18845,10-04-26,2217462.80584848,17859035.158776,Liquidada
61126,46394,04-04-26,3310480.3647826263,42900045.5753826,En gestion
60337,87369,08-04-26,7247690.732383001,93361483.13141,Activa
49540,16699,11-04-26,10112621.797347568,122932686.13456559,Liquidada
31176,45010,07-04-26,9058233.413576365,103119402.18518372,Liquidada
90580,22188,11-04-26,535395.5571539459,4618821.60051021,Activa
49459,53075,08-04-26,3505241.688232789,40899030.642155,Activa
89283,96572,06-04-26,1722461.2437373498,22202158.1850805,Activa
58674,31176,08-04-26,39687303.75420264,168918446.75673333,Liquidada
20965,95724,05-04-26,4263292.2908935,43936519.345221,Activa
14971,16232,11-04-26,1210178.9016768,13687327.13248,Activa
74403,95416,09-04-26,7640001.704321999,32852606.644199997,Liquidada
52883,46961,04-04-26,9434592.2165955,95378625.48074,Activa
10941,29043,02-04-26,1013684.5519599292,12894729.94838511,En gestion
59457,71656,01-04-26,440610.1149913193,4882896.1510769585,Liquidada
17193,30706,05-04-26,678904.9597096707,6952124.141678988,En gestion
11088,21063,06-04-26,5781104.819748631,75306856.057068,Activa
